,HH_ID,C_start,C1,C2,C3,C4,C4_oth,C5,C6,C7,C8,C9,C10,C11,C12,C12_oth,C_13,C_13oth,C_14,C15,C16,C17,C18,C19,C19_oth,C_20,C_21,C_22,C_23,C_24,C_27,C_25,C_26__1,C_26__2,C_26__3,C_26__4,C_26__5,C_26__6,C_26__7,C_26__8,C_26__9,C_26__10,C_26__11,C_26__12,C_26__888,C_28a,C_29a,C_30a,C_31a,C32a_hours,C32a_min,C_28b,C_29b,C_30b,C_31b,C32b_hours,C32b_min,C_33,C33oth,C_34,C34_oth,C_35,C35_oth,C_36,C_37,C_38,C39_a,C39_b,C40,C41,C42,C42_oth,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C57,C58,C59,C61,C62,C63,C64,C67,C65,C66__1,C66__2,C66__3,C66__4,C66__5,C66__6,C66__7,C66__8,C66__9,C66__10,C66__11,C66__12,C66__888,C68a,C69a,C70a,C71a,C72a_hour,C72a_min,C68b,C69b,C70b,C71b,C72b_hour,C72b_min,C73,C74,C75,C76,C77,C78,C79_1,C79_2,C_79oth,C80,C81,C83,C84,C85,C86,C87,C88__111,C88__1,C88__2,C88__3,C88__4,C88__5,C88__6,C88__7,C88__8,C88__9,C88__10,C88__11,C88__12,C89,C90__1,C90__2,C90__3,C90__555,C90__888,C_90oth,C91,C92,C93,C_93oth,C94,C95,C97,C98,C99,C100,C101,C102,C103,C104,C105__1,C105__2,C105__3,C105__4,C105__5,C105__6,C105__7,C105__8,C105__9,C105__10,C105__11,C105__12,C106a,C107a,C108a,C106b,C107b,C108b,C109,C110__888,C_110oth,C111,C112,C110_1,C110_2,C113,C114,C115__111,C115__1,C115__2,C115__3,C115__4,C115__5,C115__6,C115__7,C115__8,C115__9,C115__10,C115__11,C115__12,C115__888,C116__1,C116__2,C116__3,C116__555,C117,C119,C124,C125,C126,C127,C128,C129,C130,C131,C132__1,C132__2,C132__3,C132__4,C132__5,C132__6,C132__555,C132__111,C133,C136__1,C136__2,C136__3,C137,C138,C139,sum_solar,C140__0,C140__1,C140__2,C140__3,C140__4,C140__5,C140__6,C140__7,C140__8,C140__9,MSD,C167,C168__1,C168__2,C168__3,C168__4,C168__5,C168__6,C168__7,C168__8,C168__9,C168__10,C168__11,C168__12,C168__888,C169a,C170a,C171a,C169b,C170b,C171b,C172,C174,C176,C177,C178,C179,C_179oth,C180,C181,C182,C182_oth,C183,C184,C185,C186,C187,C188,C189
2083,10011514804702.0,2017-11-13T05:09:07-05:00,1.0,Yes,,,,,,23.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Utility (DISCO) estimates consumption,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,2000.0,No,Yes,,,,,,,,,,,,,,,,,,,,5.0,2.0,5.0,14.0,133.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
2084,10011514805201.0,2017-11-13T06:53:36-05:00,2.0,No,,Satisfied with current energy solution,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,0.0,,,,,,
2085,10011514805501.0,2017-11-13T07:53:01-05:00,2.0,No,5.0,Cost of initial connection is too expensive,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,3.0,No,No,No,3.0,No,200.0
2086,10011514805601.0,2017-11-13T05:07:46-05:00,2.0,Yes,,,,,,4.0,1500.0,1000.0,0.0,7.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,1000.0,No,Yes,,,,,,,,,,,,,,,,,,,,9.0,3.0,7.0,14.0,105.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,The power company,0.0,No,No problems,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,3.0,Yes,,,,,
2087,10012510700101.0,2017-11-10T06:43:17-05:00,2.0,Yes,,,,,,20.0,888.0,,,,Pre-paid meter card seller,,Every 2 weeks,,Yes,888.0,Yes,No,,,,Cash,Respondent does not have an energy bill,,,4000.0,No,Yes,,,,,,,,,,,,,,,,,,,,15.0,3.0,14.0,21.0,56.0,888.0,Solar Multi-Light Product (with cell phone charging and/or radio),,Solar Multi-Light Product (with cell phone charging and/or radio),,Call a local technician/local electrician/NEPA,,The power company,1.0,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,No,,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,4.0,No,Yes,No,No,No,,19.0,Yes,,,,,45000.0,888.0,Gasoline/Petrol,4.0,Yes,800.0,No,,,,,,,,,,,,,,,,,,,,No,No,,Yes,No,No problems,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,1.0,1.0,solar home system,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,##N/A##,1.0,No,,,,,,,,,,,,,,,,,24.0,4.0,15.0,No,No,Very satisfied,2014.0,Yes,,,Use about the same solar lighting,Refrigerator,Solar Home System,,3.0,Yes,,,,,
2088,10012510700401.0,2017-11-10T08:05:15-05:00,1.0,No,,"Other, specify",No interest,Yes,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other, specify",Mobile phone tourchlight,1.0,No,No,No,1.0,Yes,20.0
2089,10012510700402.0,2017-11-10T10:17:26-05:00,1.0,No,,"Other, specify",Not interested,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other, specify",cellphone  torchlight,1.0,No,No,No,1.0,No,160.0
2090,10012510700702.0,2017-11-10T08:48:42-05:00,4.0,Yes,,,,,,30.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,1000.0,"Yes, sometimes",Yes,,,,,,,,,,,,,,,,,,,,10.0,4.0,10.0,7.0,888.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Unpredictable interruptions,Unexpectedly high bills,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,4.0,Yes,,,,,
2091,10012510700801.0,2017-11-10T09:40:53-05:00,1.0,No,,"Renting, Landlord decision",,Yes,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,1.0,No,No,No,1.0,No,200.0
2092,10012510701001.0,2017-11-10T09:19:45-05:00,1.0,No,,Cost of initial connection is too expensive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,1.0,No,No,No,1.0,No,320.0
2093,10012510701002.0,2017-11-10T06:53:48,2.0,Yes,,,,,,5.0,888.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,500.0,No,Yes,,,,,,,,,,,,,,,,,,,,10.0,2.0,10.0,111.0,,,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,Someone not from power company,3.0,Yes,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,5.0,Yes,,,,,
2094,10012510701202.0,2017-11-10T13:04:17-05:00,1.0,Yes,,,,,,20.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,1000.0,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,22.0,7.0,888.0,10.0,4.0,4.0,7.0,12.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Unpredictable interruptions,Unexpectedly high bills,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
2095,10012510701702.0,2017-11-10T10:17:21-05:00,2.0,Yes,,,,,,20.0,888.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,500.0,No,Yes,,,,,,,,,,,,,,,,,,,,15.0,2.0,15.0,888.0,888.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,Someone not from power company,2.0,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,3.0,Yes,,,,,
2096,10012510702201.0,2017-11-10T08:32:42-05:00,1.0,Yes,,,,,,25.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Utility (DISCO) estimates consumption,,Cash,Respondent has energy bill and shows it,6000.0,266.0,,No,Yes,,,,,,,,,,,,,,,,,,,,10.0,2.0,8.0,7.0,98.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,The power company,0.0,Yes,Low/high voltage problems or voltage fluctuations,Unpredictable interruptions,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
2097,10012510702501.0,2017-11-10T06:48:59-05:00,1.0,Yes,,,,,,8.0,3000.0,888.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Utility (DISCO) estimates consumption,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,2000.0,No,Yes,,,,,,,,,,,,,,,,,,,,10.0,3.0,6.0,14.0,98.0,0.0,Kerosene/ paraffin lamp,,No back-up source,,Call a local technician/local electrician/NEPA,,The power company,0.0,Yes,Unpredictable interruptions,Unexpectedly high bills,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,3.0,Yes,,,,,
2098,10012510702801.0,2017-11-10T07:11:06-05:00,2.0,Yes,,,,,,1.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,3000.0,No,Yes,,,,,,,,,,,,,,,,,,,,7.0,3.0,5.0,14.0,119.0,0.0,Electric generator,,Electric Generator,,Call a local technician/local electrician/NEPA,,The power company,0.0,Yes,Low/high voltage problems or voltage fluctuations,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,No,,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,7.0,Yes,Yes,No,No,No,,1.0,Yes,,,,,80000.0,888.0,Gasoline/Petrol,4.0,Yes,800.0,No,,,,,,,,,,,,,,,,,,,,No,No,,Yes,No,No problems,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,4.0,Yes,,,,,
2099,10012510703601.0,2017-11-10T04:59:08-05:00,3.0,Yes,,,,,,20.0,888.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,1000.0,No,Yes,,,,,,,,,,,,,,,,,,,,14.0,2.0,14.0,21.0,70.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,Someone not from power company,1.0,Yes,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,5.0,Yes,,,,,
2100,10012510704201.0,2017-11-10T10:22:55-05:00,8.0,Yes,,,,,,15.0,888.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,2000.0,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,17.0,888.0,10.0,4.0,3.0,7.0,14.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,The power company,2.0,Yes,Supply shortage/not enough hours of electricity,Unpredictable interruptions,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
2101,10012523061001.0,2017-11-11T07:00:43-05:00,1.0,Yes,,,,,,3.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,200.0,No,Yes,,,,,,,,,,,,,,,,,,,,888.0,888.0,888.0,888.0,888.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Unpredictable interruptions,Supply shortage/not enough hours of electricity,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
2102,10012523061013.0,2017-11-11T07:22:08-05:00,1.0,Yes,,,,,,30.0,2000.0,11000.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,2000.0,No,Yes,,,,,,,,,,,,,,,,,,,,8.0,2.0,8.0,5.0,5.0,888.0,Rechargeable battery and storage devices (e.g.: car battery),,Rechargeable battery and storage devices (e.g.: car battery),,Call/Visit/SMS utility company (DISCO),,No-one: we wait until power returns,,No,Unpredictable interruptions,Maintenance/service problems,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,1.0,Yes,,,,,
2103,10012523062501.0,2017-11-11T07:02:08-05:00,1.0,Yes,,,,,,11.0,111.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,1000.0,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,5.0,5.0,888.0,888.0,7.0,3.0,7.0,2.0,14.0,30.0,Rechargeable battery and storage devices (e.g.: car battery),,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1.0,No,,National grid (PHCN/NEPA),Yes,5.0,3.0,5.0,3.0,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
2104,10012523066001.0,2017-11-11T06:09:16-05:00,1.0,Yes,,,,,,3.0,1500.0,25000.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,1500.0,No,Yes,,,,,,,,,,,,,,,,,,,,7.0,2.0,7.0,4.0,134.0,888.0,Rechargeable battery and storage devices (e.g.: car battery),,Rechargeable battery and storage devices (e.g.: car battery),,Call/Visit/SMS utility company (DISCO),,No-one: we wait until power returns,,No,No problems,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,Yes,,,,,
2105,10012523066801.0,2017-11-11T04:50:36-05:00,1.0,No,,Submitted application and waiting for connection,,Yes,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,1.0,No,No,No,1.0,Yes,600.0
2106,10012523067001.0,2017-11-11T05:45:11-05:00,1.0,No,2.0,Cost of initial connection is too expensive,,Yes,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,No,No,No,2.0,Yes,1200.0
2107,10012523067101.0,2017-11-11T04:43:49-05:00,1.0,Yes,,,,,,13.0,15000.0,10000.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,2000.0,No,Yes,,,,,,,,,,,,,,,,,,,,10.0,2.0,5.0,30.0,888.0,888.0,Electric generator,,Electric Generator,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2.0,No,,1.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,20.0,Yes,Yes,No,No,No,,10.0,Yes,,,,,10000.0,3000.0,Gasoline/Petrol,12.0,Yes,1740.0,No,,,,,,,,,,,,,,,,,,,,No,No,,Yes,No,No problems,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,4.0,Yes,,,,,
2108,10012523067201.0,2017-11-11T05:23:34-05:00,2.0,No,10.0,Cost of initial connection is too expensive,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,Yes,,,,,
2109,10012523067801.0,2017-11-11T04:50:58-05:00,1.0,Yes,,,,,,8.0,888.0,,,,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill and shows it,1000.0,280.0,,No,Yes,,,,,,,,,,,,,,,,,,,,15.0,4.0,15.0,888.0,888.0,888.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,The power company,2.0,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,1.0,Yes,,,,,
