,HH_ID,I_Cookstove__id,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13a,I13b,I14__111,I14__1,I14__2,I14__3,I14__4,I14__5,I14__6,I14__7,I14__8,I14__9,I14__10,I14__11,I14__12,I15,I16,I16_oth,I17,I18,I19a,I19b,I20a,I20b,I21,I22,I23,I24,I25,I26,I27,I31__1,I31__2,I31__3,I31__4,I31__5,I31__6,I31__7,I31__8,I31__9,I32,I32_oth,I33,I35,I36a,I36b,interview__key
1935,10002502681301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,0,3,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,5,7,3,20,40,50,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,12-17-52-43
1936,10002502681602.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,3,7,3,30,40,60,25,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,84-74-43-48
1937,10002507220101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood collected,Not applicable,Always available,,6,7,3,35,50,50,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,100,,85-13-40-18
1938,10002507220401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood collected,Not applicable,Always available,,10,7,3,40,50,45,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,300,,91-03-03-52
1939,10002507220402.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,6,7,3,25,10,40,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,11-47-35-81
1940,10002507220601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,7,7,2,0,45,30,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4500,,34-56-68-72
1941,10002507220701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,5,7,3,50,45,78,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4500,,06-43-15-46
1942,10002507220901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Wood purchased,Mostly available,Always available,3,7,3,30,50,70,35,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,1200.0,36-85-11-92
1943,10002507221001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,4,7,3,25,35,55,25,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1200,,06-71-86-44
1944,10002507221101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Mostly available,,5,7,3,25,45,50,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,51-71-43-42
1945,10002507222201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,35,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Sometimes available,6,7,3,20,10,30,12,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,2100,0.0,34-31-36-44
1946,10002507222301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,5,7,3,20,45,65,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,63-73-83-22
1947,10002507222302.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,5,7,3,40,45,80,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,90-47-82-40
1948,10002507222601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,5,7,3,75,55,120,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,90-32-19-13
1949,10002507223101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,5,7,3,30,30,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,14-28-31-85
1950,10002507223201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Wood purchased,Always available,Mostly available,4,3,1,30,0,0,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,400.0,23-78-02-37
1951,10002507840401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Garbage/plastic,Always available,Always available,10,7,2,50,45,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,100.0,07-84-09-14
1952,10002507840501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Garbage/plastic,Always available,Always available,4,7,3,30,45,50,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,150.0,50-10-58-48
1953,10002507841101.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,600.0,,Yes,Locally manufactured,200.0,,1.0,11,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,4,7,3,30,50,40,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,90-66-48-07
1954,10002507841301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Mostly available,,3,7,3,45,65,90,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3600,,66-94-55-76
1955,10002507842201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Mostly available,,4,7,3,50,60,80,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,89-68-14-59
1956,10002507842601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Mostly available,5,7,3,40,50,65,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1600,0.0,40-65-32-61
1957,10002507842801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Mostly available,10,7,3,30,55,75,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,1500.0,98-41-44-54
1958,10002507843101.0,1,,,,,,,,,Yes,,0,6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Sometimes available,5,4,1,60,0,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,500,0.0,64-47-21-83
1959,10002507843101.0,2,Manufactured Stove Traditional,"Purchased, upfront",Head,500.0,,No,No Manufacture name,300.0,,1.0,0,6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Not applicable,Always available,,7,3,1,70,0,0,40,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,,64-47-21-83
1960,10002507843201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,5,7,3,30,45,65,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,62-20-83-01
1961,10002507843301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,10,7,3,30,45,65,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,84-87-61-11
1962,10002507843501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,5,7,3,60,120,60,30,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,0,,98-46-38-57
1963,10002507844201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,5,7,3,40,20,48,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1200,,57-90-18-60
1964,10002507844201.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,1500.0,,Yes,Butterfly,500.0,,1.0,1,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Kerosene,Not applicable,Always available,,4,7,2,10,15,0,10,No,No,No,No,No,No,No,No,Yes,,,No,,800,,57-90-18-60
1965,10002507844301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Garbage/plastic,Always available,Always available,6,7,3,60,50,70,18,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1200,0.0,52-37-41-65
1966,10002507844602.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,6,7,3,48,29,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,,51-60-81-77
1967,10002513162301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,25,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,6,7,2,40,55,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,57-69-49-23
1968,10002513163102.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,250.0,,Yes,Locally manufactured,300.0,,1.0,5,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,No,,Wood purchased,Not applicable,Always available,,5,7,2,35,50,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2400,,83-21-89-02
1969,10002513163301.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,500.0,,Yes,locally manufactured,300.0,,1.0,9,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,5,7,2,30,50,0,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1800,,38-22-73-74
1970,10002513164801.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,300.0,,Yes,IT'S LOCALLY,100.0,,1.0,20,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,4,7,3,25,30,50,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,100,,31-40-01-63
1971,10002513166501.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,300.0,,No,IT'S LOCALLY MAKE,200.0,,1.0,30,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,No,,Wood purchased,Not applicable,Mostly available,,5,7,3,20,120,150,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,44-21-37-46
1972,10002513169201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,3,7,3,30,50,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,11-74-01-47
1973,10002513169901.0,1,,,,,,,,,Yes,,1,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,5,7,3,15,25,45,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,600,,09-31-63-26
1974,10002513171101.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,500.0,,Yes,local,200.0,,1.0,5,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,5,7,3,30,45,75,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2400,,37-09-93-34
1975,10002513173301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Garbage/plastic,Always available,Sometimes available,3,7,2,30,90,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,900,0.0,77-87-72-03
1976,10002513173301.0,2,Manufactured Stove Traditional,Receive for free,,,Friend/ relative,No,No manufacturer name on it,300.0,,1.0,1,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Not applicable,Always available,,5,3,1,40,0,0,20,No,No,No,No,No,No,No,No,Yes,,,No,,100,,77-87-72-03
1977,10002513173701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,14,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Sometimes available,4,7,3,20,120,30,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,0.0,30-54-83-06
1978,10002513175201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,4,7,3,20,50,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,00-96-06-90
1979,10002513175201.0,2,Koresone Stove,Receive for free,,,Friend/ relative,No,Butterfly,600.0,,1.0,9,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Kerosene,Not applicable,Always available,,2,2,1,20,0,0,10,No,No,No,No,No,No,No,No,Yes,,,No,,1200,,00-96-06-90
1980,10002513175603.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,800.0,,No,No manufacturers name,300.0,,1.0,4,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,4,7,3,30,15,45,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,,24-76-79-37
1981,10002513175603.0,2,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,250.0,,No,Their is no manufacturer model is traditional,100.0,,1.0,2,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Kerosene,Always available,Always available,6,4,1,0,15,0,11,No,No,No,No,No,No,No,No,Yes,,,No,,600,100.0,24-76-79-37
1982,10002513175901.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,1500.0,,No,"No Manufacturer name,it is hand made",500.0,,1.0,17,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,8,7,3,49,40,78,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,13500,,21-06-43-87
1983,10002513178001.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,3500.0,,Yes,butterfly,2000.0,,1.0,2,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,5,7,3,20,35,50,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2400,,84-44-76-95
1984,10003516660201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Mostly available,5,7,3,60,60,90,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,400,400.0,30-94-58-54
1985,10003516660801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Always available,5,7,4,60,90,100,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1600,800.0,75-41-52-35
1986,10003516660902.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Not applicable,Always available,,10,7,3,30,30,60,15,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,0,,96-79-11-88
1987,10003516661202.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,2,7,3,30,30,40,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,24-04-89-30
1988,10003516661601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Crop Residue/Plant Biomass,Always available,Always available,5,7,3,60,60,90,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,59-04-23-63
1989,10003516661901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Mostly available,,2,7,2,0,60,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,44-42-35-46
1990,10003516662001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Always available,2,7,3,10,15,25,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,0.0,59-00-28-33
1991,10003516662101.0,1,Koresone Stove,"Purchased, upfront",Head,4000.0,,Yes,Emel,2500.0,,1.0,2,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Kerosene,Not applicable,Always available,,2,7,2,15,0,20,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1600,,71-24-63-59
1992,10003516662101.0,2,3-Stone/Open Fire Stove,,,,,,,,,,2,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Mostly available,,4,5,1,0,0,20,10,No,No,No,No,No,No,No,No,Yes,,,Yes,No,800,,71-24-63-59
1993,10003516662501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Crop Residue/Plant Biomass,Not applicable,Always available,,5,7,3,10,15,20,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,83-32-01-80
1994,10003516662502.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Crop Residue/Plant Biomass,Always available,Always available,3,7,3,10,20,40,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,15-67-56-26
1995,10003516662703.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Mostly available,,2,7,3,10,60,60,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,,09-88-17-46
1996,10004503961001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Crop Residue/Plant Biomass,Always available,Always available,5,7,3,20,30,30,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,36-86-06-23
1997,10004503961101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,35,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Crop Residue/Plant Biomass,Always available,Always available,3,7,2,20,0,45,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,23-55-29-24
1998,10004503961102.0,1,3-Stone/Open Fire Stove,,,,,,,,,,16,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,4,7,3,20,35,40,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4500,,48-98-39-24
1999,10004503961104.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Wood purchased,Mostly available,Always available,5,7,3,60,30,60,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,57-07-31-22
2000,10004503961202.0,1,3-Stone/Open Fire Stove,,,,,,,,,,7,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Mostly available,,3,7,3,20,45,70,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,11-74-93-46
2001,10004503961401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Mostly available,5,7,3,60,60,90,50,No,No,No,No,Yes,No,Yes,No,No,Yes,,Yes,Yes,3600,0.0,97-23-71-39
2002,10004503961703.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Wood collected,Always available,Mostly available,2,7,2,60,0,90,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,500,0.0,41-28-12-29
2003,10004503961703.0,2,Koresone Stove,"Purchased, upfront",Head,1500.0,,No,butterfly,500.0,,1.0,2,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Kerosene,Not applicable,Mostly available,,5,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,200,,41-28-12-29
2004,10004503961703.0,3,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,200.0,,No,Unbranded,50.0,,1.0,3,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Not applicable,Always available,,10,7,1,60,0,0,10,No,No,No,No,No,No,No,No,Yes,,,No,,0,,41-28-12-29
2005,10004503962503.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood collected,Not applicable,Always available,,5,7,3,20,30,30,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,48-11-75-33
2006,10004503963102.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Always available,5,7,3,30,60,30,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,0.0,88-41-56-72
2007,10004503963502.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Mostly available,,5,7,3,35,60,70,5,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,4500,,04-59-91-08
2008,10004503964401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,5,7,3,30,45,65,5,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,3000,,52-83-24-76
2009,10004503965601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,3,7,3,30,30,30,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,24-31-85-82
2010,10004512720102.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Mostly available,Mostly available,3,7,3,10,15,60,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4500,1500.0,00-49-75-66
2011,10004512720406.0,1,3-Stone/Open Fire Stove,,,,,,,,,,40,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,5,7,3,30,45,60,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,32-30-82-91
