,HHID,Number_of_items,C109,C110,C111,C112
2055,04380801605004,,,,,
2056,04380801605005,,,,,
2057,04380801605006,,,,,
2058,04380801605007,,,,,
2059,04380801605008,,,,,
2060,04380801605009,,,,,
2061,04380801605010,,,,,
2062,04380801605011,,,,,
2063,04380801605012,,,,,
2064,04381000108001,,,,,
2065,04381000108004,,,,,
2066,04381000108007,,,,,
2067,04381000108015,,,,,
2068,04381000108039,,,,,
2069,04381000108063,,,,,
2070,04381000108087,,,,,
2071,04381000108111,,,,,
2072,04381000108135,,,,,
2073,04381000108159,,,,,
2074,04381000108183,,,,,
2075,04381000108207,,,,,
2076,04381001704001,,,,,
2077,04381001704002,,,,,
2078,04381001704003,,,,,
2079,04381001704004,,,,,
2080,04381001704005,,,,,
2081,04381001704006,,,,,
2082,04381001704007,,,,,
2083,04381001704008,,,,,
2084,04381001704009,,,,,
2085,04381001704010,,,,,
2086,04381001704011,,,,,
2087,04381001704012,,,,,
2088,04381100116001,,,,,
2089,04381100116002,,,,,
2090,04381100116003,,,,,
2091,04381100116004,,,,,
2092,04381100116005,,,,,
2093,04381100116006,,,,,
2094,04381100116007,,,,,
2095,04381100116008,,,,,
2096,04381100116009,,,,,
2097,04381100116010,,,,,
2098,04381100116011,,,,,
2099,04381100116012,,,,,
2100,04381100402001,,,,,
2101,04381100402002,,,,,
2102,04381100402003,,,,,
2103,04381100402004,,,,,
2104,04381100402005,,,,,
2105,04381100402006,,,,,
2106,04381100402007,,,,,
2107,04381100402008,,,,,
2108,04381100402009,,,,,
2109,04381100402010,,,,,
2110,04381100402011,,,,,
2111,04381100402012,,,,,
2112,04381100521008,,,,,
2113,04381100521017,,,,,
2114,04381100521026,,,,,
2115,04381100521035,,,,,
2116,04381100521044,,,,,
2117,04381100521053,,,,,
2118,04381100521062,,,,,
2119,04381100521071,,,,,
2120,04381100521080,,,,,
2121,04381100521089,,,,,
2122,04381100521098,,,,,
2123,04381100521107,,,,,
2124,04381100716002,,,,,
2125,04381100716003,,,,,
2126,04381100716006,,,,,
2127,04381100716012,,,,,
2128,04381100716016,,,,,
2129,04381100716028,,,,,
2130,04381100716042,,,,,
2131,04381100716060,,,,,
2132,04381100716078,,,,,
2133,04381100716096,,,,,
2134,04381100716114,,,,,
2135,04381100716132,,,,,
2136,04390300402001,,,,,
2137,04390300402002,,,,,
2138,04390300402003,,,,,
2139,04390300402004,,,,,
2140,04390300402005,,,,,
2141,04390300402006,,,,,
2142,04390300402007,,,,,
2143,04390300402008,,,,,
2144,04390300402009,,,,,
2145,04390300402010,,,,,
2146,04390300402011,,,,,
2147,04390300402012,,,,,
2148,04390300601001,,,,,
2149,04390300601002,,,,,
2150,04390300601003,,,,,
2151,04390300601004,,,,,
2152,04390300601005,,,,,
2153,04390300601006,,,,,
2154,04390300601007,,,,,
2155,04390300601008,,,,,
2156,04390300601009,,,,,
2157,04390300601010,,,,,
2158,04390300601011,,,,,
2159,04390300601012,,,,,
2160,04390302201001,,,,,
2161,04390302201002,,,,,
2162,04390302201003,,,,,
2163,04390302201004,,,,,
2164,04390302201005,,,,,
2165,04390302201006,,,,,
2166,04390302201007,,,,,
2167,04390302201008,,,,,
2168,04390302201009,,,,,
2169,04390302201010,,,,,
2170,04390302201011,,,,,
2171,04390302201012,,,,,
2172,04390700103001,,,,,
2173,04390700103002,,,,,
2174,04390700103003,,,,,
2175,04390700103004,,,,,
2176,04390700103005,,,,,
2177,04390700103006,,,,,
2178,04390700103007,,,,,
2179,04390700103008,,,,,
2180,04390700103009,,,,,
2181,04390700103010,,,,,
2182,04390700103011,,,,,
2183,04390700103012,,,,,
2184,04391000302001,,,,,
2185,04391000302002,,,,,
2186,04391000302003,,,,,
2187,04391000302004,,,,,
2188,04391000302005,,,,,
2189,04391000302006,,,,,
2190,04391000302007,,,,,
2191,04391000302008,,,,,
2192,04391000302009,,,,,
2193,04391000302010,,,,,
2194,04391000302011,,,,,
2195,04391000302012,,,,,
2196,05400100401002,,,,,
2197,05400100401005,,,,,
2198,05400100401008,,,,,
2199,05400100401011,,,,,
2200,05400100401012,,,,,
2201,05400100401014,,,,,
2202,05400100401017,,,,,
2203,05400100401020,,,,,
2204,05400100401023,,,,,
2205,05400100401026,,,,,
2206,05400100401036,,,,,
2207,05400100401060,,,,,
2208,05400101201003,,,,,
2209,05400101201008,,,,,
2210,05400101201011,,,,,
2211,05400101201013,,,,,
2212,05400101201018,,,,,
2213,05400101201023,,,,,
2214,05400101201028,,,,,
2215,05400101201033,,,,,
2216,05400101201034,,,,,
2217,05400101201038,,,,,
2218,05400101201043,,,,,
2219,05400101201057,,,,,
2220,05400300103005,,,,,
2221,05400300103010,,,,,
2222,05400300103014,,,,,
2223,05400300103023,,,,,
2224,05400300103030,,,,,
2225,05400300103032,,,,,
2226,05400300103041,,,,,
2227,05400300103047,,,,,
2228,05400300103050,,,,,
2229,05400300103059,,,,,
2230,05400300103068,,,,,
2231,05400300103077,,,,,
2232,05400301101001,,,,,
2233,05400301101013,,,,,
2234,05400301101025,,,,,
2235,05400301101037,,,,,
2236,05400301101049,,,,,
2237,05400301101061,,,,,
2238,05400301101073,,,,,
2239,05400301101085,,,,,
2240,05400301101097,,,,,
2241,05400301101109,,,,,
2242,05400301101121,,,,,
2243,05400301101133,,,,,
2244,05400401501020,,,,,
2245,05400401501048,,,,,
2246,05400401501076,,,,,
2247,05400401501104,,,,,
2248,05400401501132,,,,,
2249,05400401501160,,,,,
2250,05400401501188,,,,,
2251,05400401501216,,,,,
2252,05400401501244,,,,,
2253,05400401501270,,,,,
2254,05400401501286,,,,,
2255,05400401501302,,,,,
2256,05400601201005,,,,,
2257,05400601201015,,,,,
2258,05400601201025,,,,,
2259,05400601201035,,,,,
2260,05400601201045,,,,,
2261,05400601201055,,,,,
2262,05400601201065,,,,,
2263,05400601201075,,,,,
2264,05400601201085,,,,,
2265,05400601201095,,,,,
2266,05400601201105,,,,,
2267,05400601201115,,,,,
2268,05410400405001,,,,,
2269,05410400405004,,,,,
2270,05410400405015,,,,,
2271,05410400405026,,,,,
2272,05410400405037,,,,,
2273,05410400405048,,,,,
2274,05410400405059,,,,,
2275,05410400405070,,,,,
2276,05410400405081,,,,,
2277,05410400405092,,,,,
2278,05410400405103,,,,,
2279,05410400405114,,,,,
2280,05410400634003,,,,,
2281,05410400634019,,,,,
2282,05410400634035,,,,,
2283,05410400634051,,,,,
2284,05410400634067,,,,,
2285,05410400634083,,,,,
2286,05410400634099,,,,,
2287,05410400634115,,,,,
2288,05410400634131,,,,,
2289,05410400634147,,,,,
2290,05410400634163,,,,,
2291,05410400634179,,,,,
2292,05410403801005,,,,,
2293,05410403801014,,,,,
2294,05410403801023,,,,,
2295,05410403801032,,,,,
2296,05410403801041,,,,,
2297,05410403801050,,,,,
2298,05410403801059,,,,,
2299,05410403801068,,,,,
2300,05410403801077,,,,,
2301,05410403801086,,,,,
2302,05410403801095,,,,,
2303,05410403801104,,,,,
2304,05410415801002,,,,,
2305,05410415801008,,,,,
2306,05410415801014,,,,,
2307,05410415801015,,,,,
2308,05410415801020,,,,,
2309,05410415801026,,,,,
2310,05410415801032,,,,,
2311,05410415801038,,,,,
2312,05410415801044,,,,,
2313,05410415801050,,,,,
2314,05410415801054,,,,,
2315,05410415801093,,,,,
2316,05410600103004,,,,,
2317,05410600103012,,,,,
2318,05410600103020,,,,,
2319,05410600103028,,,,,
2320,05410600103036,,,,,
2321,05410600103044,,,,,
2322,05410600103052,,,,,
2323,05410600103060,,,,,
2324,05410600103068,,,,,
2325,05410600103076,,,,,
2326,05410600103084,,,,,
2327,05410600103092,,,,,
2328,05410603406003,,,,,
2329,05410603406016,,,,,
2330,05410603406029,,,,,
2331,05410603406042,,,,,
2332,05410603406055,,,,,
2333,05410603406068,,,,,
2334,05410603406081,,,,,
2335,05410603406094,,,,,
2336,05410603406107,,,,,
2337,05410603406120,,,,,
2338,05410603406133,,,,,
2339,05410603406146,,,,,
2340,05410700301001,,,,,
2341,05410700301002,,,,,
2342,05410700301005,,,,,
2343,05410700301009,,,,,
2344,05410700301010,,,,,
2345,05410700301018,,,,,
2346,05410700301026,,,,,
2347,05410700301034,,,,,
2348,05410700301042,,,,,
2349,05410700301050,,,,,
2350,05410700301058,,,,,
2351,05410700301066,,,,,
2352,05410700901007,,,,,
2353,05410700901021,,,,,
2354,05410700901035,,,,,
2355,05410700901049,,,,,
2356,05410700901063,,,,,
2357,05410700901077,,,,,
2358,05410700901091,1.0,12.0,24.0,1200.0,2.0
2359,05410700901105,,,,,
2360,05410700901119,,,,,
2361,05410700901133,,,,,
2362,05410700901147,,,,,
2363,05410700901161,,,,,
2364,05420299912007,,,,,
2365,05420299912017,,,,,
2366,05420299912027,,,,,
2367,05420299912037,,,,,
2368,05420299912047,,,,,
2369,05420299912057,,,,,
2370,05420299912067,,,,,
2371,05420299912077,,,,,
2372,05420299912087,,,,,
2373,05420299912097,,,,,
2374,05420299912107,,,,,
2375,05420299912117,,,,,
2376,06460301303013,,,,,
2377,06460301303028,,,,,
2378,06460301303043,,,,,
2379,06460301303058,,,,,
2380,06460301303073,,,,,
2381,06460301303088,,,,,
2382,06460301303103,,,,,
2383,06460301303118,,,,,
2384,06460301303133,,,,,
2385,06460301303148,,,,,
2386,06460301303163,,,,,
2387,06460301303178,,,,,
2388,06460500108001,,,,,
2389,06460500108002,,,,,
2390,06460500108003,,,,,
2391,06460500108004,,,,,
2392,06460500108005,,,,,
2393,06460500108006,,,,,
2394,06460500108007,,,,,
2395,06460500108008,,,,,
2396,06460500108009,,,,,
2397,06460500108010,,,,,
2398,06460500108011,,,,,
2399,06460500108012,,,,,
2400,06460701104012,,,,,
2401,06460701104028,,,,,
2402,06460701104044,,,,,
2403,06460701104060,,,,,
2404,06460701104076,,,,,
2405,06460701104092,,,,,
2406,06460701104108,,,,,
2407,06460701104124,,,,,
2408,06460701104140,,,,,
2409,06460701104156,,,,,
2410,06460701104172,,,,,
2411,06460701104188,,,,,
2412,06460701302014,,,,,
2413,06460701302030,,,,,
2414,06460701302046,,,,,
2415,06460701302062,,,,,
2416,06460701302078,,,,,
2417,06460701302094,,,,,
2418,06460701302110,,,,,
2419,06460701302126,,,,,
2420,06460701302142,,,,,
2421,06460701302158,,,,,
2422,06460701302174,,,,,
2423,06460701302190,,,,,
2424,06470300204001,,,,,
2425,06470300204002,,,,,
2426,06470300204003,,,,,
2427,06470300204004,,,,,
2428,06470300204005,,,,,
2429,06470300204006,,,,,
2430,06470300204007,,,,,
2431,06470300204008,,,,,
2432,06470300204009,,,,,
2433,06470300204010,,,,,
2434,06470300204011,,,,,
2435,06470300204012,,,,,
2436,06470300314001,,,,,
2437,06470300314002,,,,,
2438,06470300314003,,,,,
2439,06470300314004,,,,,
2440,06470300314005,,,,,
2441,06470300314006,,,,,
2442,06470300314007,,,,,
2443,06470300314008,,,,,
2444,06470300314009,,,,,
2445,06470300314010,,,,,
2446,06470300314011,,,,,
2447,06470300314012,,,,,
2448,06470301201001,,,,,
2449,06470301201002,,,,,
2450,06470301201003,,,,,
2451,06470301201004,,,,,
2452,06470301201005,,,,,
2453,06470301201006,,,,,
2454,06470301201007,,,,,
2455,06470301201008,,,,,
2456,06470301201009,,,,,
2457,06470301201010,,,,,
2458,06470301201011,,,,,
2459,06470301201012,,,,,
2460,06470305101001,,,,,
2461,06470305101002,,,,,
2462,06470305101003,,,,,
2463,06470305101004,,,,,
2464,06470305101005,,,,,
2465,06470305101006,,,,,
2466,06470305101007,,,,,
2467,06470305101008,,,,,
2468,06470305101009,,,,,
2469,06470305101010,,,,,
2470,06470305101011,,,,,
2471,06470305101012,,,,,
2472,06480200101001,,,,,
2473,06480200101002,,,,,
2474,06480200101003,,,,,
2475,06480200101004,,,,,
2476,06480200101005,,,,,
2477,06480200101006,,,,,
2478,06480200101007,,,,,
2479,06480200101008,,,,,
2480,06480200101009,,,,,
2481,06480200101010,,,,,
2482,06480200101011,,,,,
2483,06480200101012,,,,,
2484,06480201401001,,,,,
2485,06480201401002,,,,,
2486,06480201401003,,,,,
2487,06480201401004,,,,,
2488,06480201401005,,,,,
2489,06480201401006,,,,,
2490,06480201401007,,,,,
2491,06480201401008,,,,,
2492,06480201401009,,,,,
2493,06480201401010,,,,,
2494,06480201401011,,,,,
2495,06480201401012,,,,,
2496,06490800103001,,,,,
2497,06490800103002,,,,,
2498,06490800103003,,,,,
2499,06490800103004,,,,,
2500,06490800103005,,,,,
2501,06490800103006,,,,,
2502,06490800103007,,,,,
2503,06490800103008,,,,,
2504,06490800103009,,,,,
2505,06490800103010,,,,,
2506,06490800103011,,,,,
2507,06490800103012,,,,,
2508,07500600204010,,,,,
2509,07500600204024,,,,,
2510,07500600204038,,,,,
2511,07500600204052,,,,,
2512,07500600204066,,,,,
2513,07500600204080,,,,,
2514,07500600204094,,,,,
2515,07500600204108,,,,,
2516,07500600204122,,,,,
2517,07500600204136,,,,,
2518,07500600204150,,,,,
2519,07500600204164,,,,,
2520,07500601802001,,,,,
2521,07500601802003,,,,,
2522,07500601802013,,,,,
2523,07500601802023,,,,,
2524,07500601802033,,,,,
2525,07500601802043,,,,,
2526,07500601802044,,,,,
2527,07500601802053,,,,,
2528,07500601802063,,,,,
2529,07500601802073,,,,,
2530,07500601802083,,,,,
2531,07500601802087,,,,,
2532,07500901704001,,,,,
2533,07500901704002,,,,,
2534,07500901704003,,,,,
2535,07500901704004,,,,,
2536,07500901704005,,,,,
2537,07500901704025,,,,,
2538,07500901704049,,,,,
2539,07500901704073,,,,,
2540,07500901704097,,,,,
2541,07500901704101,,,,,
2542,07500901704121,,,,,
2543,07500901704145,,,,,
2544,07501400105001,,,,,
2545,07501400105002,,,,,
2546,07501400105003,,,,,
2547,07501400105004,,,,,
2548,07501400105005,,,,,
2549,07501400105006,,,,,
2550,07501400105007,,,,,
2551,07501400105008,,,,,
2552,07501400105009,,,,,
2553,07501400105010,,,,,
2554,07501400105011,,,,,
2555,07501400105012,,,,,
2556,07510100104001,,,,,
2557,07510100104002,,,,,
2558,07510100104003,,,,,
2559,07510100104004,,,,,
2560,07510100104005,,,,,
2561,07510100104006,,,,,
2562,07510100104007,,,,,
2563,07510100104008,,,,,
2564,07510100104009,,,,,
2565,07510100104010,,,,,
2566,07510100104011,,,,,
2567,07510100104012,,,,,
2568,07511000702001,,,,,
2569,07511000702002,,,,,
2570,07511000702003,,,,,
2571,07511000702004,,,,,
2572,07511000702005,,,,,
2573,07511000702006,,,,,
2574,07511000702007,,,,,
2575,07511000702043,,,,,
2576,07511000702086,,,,,
2577,07511000702129,,,,,
2578,07511000702172,,,,,
2579,07511000702215,,,,,
2580,07511100128001,,,,,
2581,07511100128002,,,,,
2582,07511100128003,,,,,
2583,07511100128004,,,,,
2584,07511100128005,,,,,
2585,07511100128006,,,,,
2586,07511100128007,,,,,
2587,07511100128008,,,,,
2588,07511100128009,,,,,
2589,07511100128010,,,,,
2590,07511100128011,,,,,
2591,07511100128012,,,,,
2592,07511100224001,,,,,
2593,07511100224002,,,,,
2594,07511100224003,,,,,
2595,07511100224004,,,,,
2596,07511100224005,,,,,
2597,07511100224006,,,,,
2598,07511100224007,,,,,
2599,07511100224008,,,,,
2600,07511100224009,,,,,
2601,07511100224010,,,,,
2602,07511100224011,,,,,
2603,07511100224012,,,,,
2604,07520100101001,,,,,
2605,07520100101002,,,,,
2606,07520100101003,,,,,
2607,07520100101004,,,,,
2608,07520100101005,,,,,
2609,07520100101006,,,,,
2610,07520100101007,,,,,
2611,07520100101008,,,,,
2612,07520100101009,,,,,
2613,07520100101010,,,,,
2614,07520100101011,,,,,
2615,07520100101012,,,,,
2616,07520301304006,,,,,
2617,07520301304023,,,,,
2618,07520301304040,,,,,
2619,07520301304057,,,,,
2620,07520301304074,,,,,
2621,07520301304091,,,,,
2622,07520301304108,,,,,
2623,07520301304125,,,,,
2624,07520301304142,,,,,
2625,07520301304159,,,,,
2626,07520301304176,,,,,
2627,07520301304193,,,,,
2628,07520500901005,,,,,
2629,07520500901016,,,,,
2630,07520500901027,,,,,
2631,07520500901038,,,,,
2632,07520500901049,,,,,
2633,07520500901060,,,,,
2634,07520500901071,,,,,
2635,07520500901082,,,,,
2636,07520500901093,,,,,
2637,07520500901104,,,,,
2638,07520500901115,,,,,
2639,07520500901126,,,,,
2640,07520701406006,,,,,
2641,07520701406008,,,,,
2642,07520701406017,,,,,
2643,07520701406026,,,,,
2644,07520701406028,,,,,
2645,07520701406044,,,,,
2646,07520701406062,,,,,
2647,07520701406080,,,,,
2648,07520701406098,,,,,
2649,07520701406116,,,,,
2650,07520701406134,,,,,
2651,07520701406152,,,,,
2652,07530300603004,,,,,
2653,07530300603022,,,,,
2654,07530300603040,,,,,
2655,07530300603058,,,,,
2656,07530300603076,,,,,
2657,07530300603094,,,,,
2658,07530300603112,,,,,
2659,07530300603130,,,,,
2660,07530300603148,,,,,
2661,07530300603166,,,,,
2662,07530300603184,,,,,
2663,07530300603202,,,,,
2664,07530302901004,,,,,
2665,07530302901030,,,,,
2666,07530302901056,,,,,
2667,07530302901082,,,,,
2668,07530302901108,,,,,
2669,07530302901134,,,,,
2670,07530302901160,,,,,
2671,07530302901186,,,,,
2672,07530302901212,,,,,
2673,07530302901238,,,,,
2674,07530302901264,,,,,
2675,07530302901290,,,,,
2676,07530400605003,,,,,
2677,07530400605007,,,,,
2678,07530400605011,,,,,
2679,07530400605015,,,,,
2680,07530400605019,,,,,
2681,07530400605023,,,,,
2682,07530400605027,,,,,
2683,07530400605031,,,,,
2684,07530400605035,,,,,
2685,07530400605039,,,,,
2686,07530400605043,,,,,
2687,07530400605047,,,,,
2688,07540401003002,,,,,
2689,07540401003018,,,,,
2690,07540401003034,,,,,
2691,07540401003050,,,,,
2692,07540401003066,,,,,
2693,07540401003082,,,,,
2694,07540401003098,,,,,
2695,07540401003114,,,,,
2696,07540401003130,,,,,
2697,07540401003146,,,,,
2698,07540401003162,,,,,
2699,07540401003178,,,,,
2700,07540401303003,,,,,
2701,07540401303025,,,,,
2702,07540401303047,,,,,
2703,07540401303069,,,,,
2704,07540401303091,,,,,
2705,07540401303113,,,,,
2706,07540401303135,,,,,
2707,07540401303157,,,,,
2708,07540401303179,,,,,
2709,07540401303201,,,,,
2710,07540401303223,,,,,
2711,07540401303245,,,,,
2712,07540700103003,,,,,
2713,07540700103011,,,,,
2714,07540700103019,,,,,
2715,07540700103027,,,,,
2716,07540700103035,,,,,
2717,07540700103043,,,,,
2718,07540700103051,,,,,
2719,07540700103059,,,,,
2720,07540700103067,,,,,
2721,07540700103075,,,,,
2722,07540700103083,,,,,
2723,07540700103091,,,,,
2724,07540700202001,,,,,
2725,07540700202002,,,,,
2726,07540700202003,,,,,
2727,07540700202004,,,,,
2728,07540700202005,,,,,
2729,07540700202006,,,,,
2730,07540700202007,,,,,
2731,07540700202008,,,,,
2732,07540700202009,,,,,
2733,07540700202010,,,,,
2734,07540700202011,,,,,
2735,07540700202012,,,,,
2736,07540700315002,,,,,
2737,07540700315013,,,,,
2738,07540700315024,,,,,
2739,07540700315035,,,,,
2740,07540700315046,,,,,
2741,07540700315057,,,,,
2742,07540700315068,,,,,
2743,07540700315079,,,,,
2744,07540700315090,,,,,
2745,07540700315101,,,,,
2746,07540700315112,,,,,
2747,07540700315123,,,,,
2748,07550200101001,,,,,
2749,07550200101009,,,,,
2750,07550200101015,,,,,
2751,07550200101017,,,,,
2752,07550200101025,,,,,
2753,07550200101033,,,,,
2754,07550200101041,,,,,
2755,07550200101049,,,,,
2756,07550200101054,,,,,
2757,07550200101057,,,,,
2758,07550200101065,,,,,
2759,07550200101093,,,,,
2760,07550200109015,,,,,
2761,07550200109033,,,,,
2762,07550200109051,,,,,
2763,07550200109069,,,,,
2764,07550200109087,,,,,
2765,07550200109105,,,,,
2766,07550200109123,,,,,
2767,07550200109141,,,,,
2768,07550200109159,,,,,
2769,07550200109177,,,,,
2770,07550200109195,,,,,
2771,07550200109213,,,,,
2772,07551300102003,,,,,
2773,07551300102022,,,,,
2774,07551300102041,,,,,
2775,07551300102060,,,,,
2776,07551300102079,,,,,
2777,07551300102098,,,,,
2778,07551300102117,,,,,
2779,07551300102136,,,,,
2780,07551300102155,,,,,
2781,07551300102174,,,,,
2782,07551300102193,,,,,
2783,07551300102212,,,,,
2784,07551300206004,,,,,
2785,07551300206021,,,,,
2786,07551300206038,,,,,
2787,07551300206055,,,,,
2788,07551300206072,,,,,
2789,07551300206089,,,,,
2790,07551300206106,,,,,
2791,07551300206123,,,,,
2792,07551300206140,,,,,
2793,07551300206157,,,,,
2794,07551300206174,,,,,
2795,07551300206191,,,,,
2796,07551300314002,,,,,
2797,07551300314019,,,,,
2798,07551300314036,,,,,
2799,07551300314053,,,,,
2800,07551300314070,,,,,
2801,07551300314087,,,,,
2802,07551300314104,,,,,
2803,07551300314121,,,,,
2804,07551300314138,,,,,
2805,07551300314155,,,,,
2806,07551300314172,,,,,
2807,07551300314189,,,,,
2808,07560200303001,,,,,
2809,07560200303005,,,,,
2810,07560200303017,,,,,
2811,07560200303033,,,,,
2812,07560200303049,,,,,
2813,07560200303081,,,,,
2814,07560200303097,,,,,
2815,07560200303113,,,,,
2816,07560200303129,,,,,
2817,07560200303145,,,,,
2818,07560200303161,,,,,
2819,07560200303177,,,,,
2820,07560201903003,,,,,
2821,07560201903010,,,,,
2822,07560201903017,,,,,
2823,07560201903024,,,,,
2824,07560201903031,,,,,
2825,07560201903038,,,,,
2826,07560201903045,,,,,
2827,07560201903050,,,,,
2828,07560201903052,,,,,
2829,07560201903059,,,,,
2830,07560201903118,,,,,
2831,07560201903186,,,,,
2832,07560202402004,,,,,
2833,07560202402006,,,,,
2834,07560202402021,,,,,
2835,07560202402029,,,,,
2836,07560202402038,,,,,
2837,07560202402052,,,,,
2838,07560202402055,,,,,
2839,07560202402072,,,,,
2840,07560202402089,,,,,
2841,07560202402106,,,,,
2842,07560202402123,,,,,
2843,07560202402140,,,,,
2844,07570900601001,,,,,
2845,07570900601002,,,,,
2846,07570900601003,,,,,
2847,07570900601004,,,,,
2848,07570900601005,,,,,
2849,07570900601006,,,,,
2850,07570900601007,,,,,
2851,07570900601008,,,,,
2852,07570900601009,,,,,
2853,07570900601010,,,,,
2854,07570900601011,,,,,
2855,07570900601012,,,,,
2856,07570901802001,,,,,
2857,07570901802002,,,,,
2858,07570901802003,,,,,
2859,07570901802004,,,,,
2860,07570901802005,,,,,
2861,07570901802006,,,,,
2862,07570901802007,,,,,
2863,07570901802008,,,,,
2864,07570901802009,,,,,
2865,07570901802010,,,,,
2866,07570901802011,,,,,
2867,07570901802012,,,,,
2868,07580100101001,,,,,
2869,07580100101003,,,,,
2870,07580100101005,,,,,
2871,07580100101009,,,,,
2872,07580100101021,,,,,
2873,07580100101039,,,,,
2874,07580100101057,,,,,
2875,07580100101075,,,,,
2876,07580100101093,,,,,
2877,07580100101111,,,,,
2878,07580100101129,,,,,
2879,07580100101147,,,,,
2880,07580600101004,,,,,
2881,07580600101022,,,,,
2882,07580600101040,,,,,
2883,07580600101058,,,,,
2884,07580600101076,,,,,
2885,07580600101094,,,,,
2886,07580600101112,,,,,
2887,07580600101130,,,,,
2888,07580600101148,,,,,
2889,07580600101166,,,,,
2890,07580600101184,,,,,
2891,07580600101202,,,,,
2892,07580601309004,,,,,
2893,07580601309023,,,,,
2894,07580601309042,,,,,
2895,07580601309061,,,,,
2896,07580601309080,,,,,
2897,07580601309099,,,,,
2898,07580601309118,,,,,
2899,07580601309137,,,,,
2900,07580601309156,,,,,
2901,07580601309175,,,,,
2902,07580601309194,,,,,
2903,07580601309213,,,,,
2904,07581600112007,,,,,
2905,07581600112025,,,,,
2906,07581600112043,,,,,
2907,07581600112061,,,,,
2908,07581600112079,,,,,
2909,07581600112097,,,,,
2910,07581600112115,,,,,
2911,07581600112133,,,,,
2912,07581600112151,,,,,
2913,07581600112170,,,,,
2914,07581600112187,,,,,
2915,07581600112205,,,,,
2916,07581600302008,,,,,
2917,07581600302024,,,,,
2918,07581600302040,,,,,
2919,07581600302056,,,,,
2920,07581600302072,,,,,
2921,07581600302088,,,,,
2922,07581600302104,,,,,
2923,07581600302120,,,,,
2924,07581600302136,,,,,
2925,07581600302152,,,,,
2926,07581600302168,,,,,
2927,07581600302184,,,,,
2928,07581600407008,,,,,
2929,07581600407023,,,,,
2930,07581600407038,,,,,
2931,07581600407053,,,,,
2932,07581600407068,,,,,
2933,07581600407083,,,,,
2934,07581600407098,,,,,
2935,07581600407113,,,,,
2936,07581600407128,,,,,
2937,07581600407143,,,,,
2938,07581600407158,,,,,
2939,07581600407173,,,,,
2940,07590401603001,,,,,
2941,07590401603002,,,,,
2942,07590401603003,,,,,
2943,07590401603004,,,,,
2944,07590401603005,,,,,
2945,07590401603006,,,,,
2946,07590401603007,,,,,
2947,07590401603008,,,,,
2948,07590401603009,,,,,
2949,07590401603010,,,,,
2950,07590401603011,,,,,
2951,07590401603012,,,,,
2952,07590700102006,,,,,
2953,07590700102023,,,,,
2954,07590700102040,,,,,
2955,07590700102057,,,,,
2956,07590700102074,,,,,
2957,07590700102091,,,,,
2958,07590700102108,,,,,
2959,07590700102125,,,,,
2960,07590700102142,,,,,
2961,07590700102159,,,,,
2962,07590700102176,,,,,
2963,07590700102193,,,,,
2964,07590800501001,,,,,
2965,07590800501002,,,,,
2966,07590800501003,,,,,
2967,07590800501004,,,,,
2968,07590800501005,,,,,
2969,07590800501006,,,,,
2970,07590800501007,,,,,
2971,07590800501008,,,,,
2972,07590800501009,,,,,
2973,07590800501010,,,,,
2974,07590800501011,,,,,
2975,07590800501012,,,,,
2976,07600102304001,,,,,
2977,07600102304002,,,,,
2978,07600102304003,,,,,
2979,07600102304004,,,,,
2980,07600102304005,,,,,
2981,07600102304006,,,,,
2982,07600102304007,,,,,
2983,07600102304008,,,,,
2984,07600102304009,,,,,
2985,07600102304010,,,,,
2986,07600102304011,,,,,
2987,07600102304012,,,,,
2988,07610101505006,,,,,
2989,07610101505009,,,,,
2990,07610101505015,,,,,
2991,07610101505024,,,,,
2992,07610101505033,,,,,
2993,07610101505042,,,,,
2994,07610101505051,,,,,
2995,07610101505058,,,,,
2996,07610101505060,,,,,
2997,07610101505069,,,,,
2998,07610101505078,,,,,
2999,07610101505107,,,,,
3000,07610101604003,,,,,
3001,07610101604024,,,,,
3002,07610101604045,,,,,
3003,07610101604066,,,,,
3004,07610101604087,,,,,
3005,07610101604108,,,,,
3006,07610101604129,,,,,
3007,07610101604150,,,,,
3008,07610101604171,,,,,
3009,07610101604192,,,,,
3010,07610101604213,,,,,
3011,07610101604234,,,,,
3012,07620300101001,,,,,
3013,07620300101002,,,,,
3014,07620300101004,,,,,
3015,07620300101007,,,,,
3016,07620300101020,,,,,
3017,07620300101038,,,,,
3018,07620300101056,,,,,
3019,07620300101074,,,,,
3020,07620300101092,,,,,
3021,07620300101110,,,,,
3022,07620300101128,,,,,
3023,07620300101146,,,,,
3024,07630101203007,,,,,
3025,07630101203023,,,,,
3026,07630101203039,,,,,
3027,07630101203055,,,,,
3028,07630101203071,,,,,
3029,07630101203087,,,,,
3030,07630101203103,,,,,
3031,07630101203119,,,,,
3032,07630101203135,,,,,
3033,07630101203151,,,,,
3034,07630101203167,,,,,
3035,07630101203183,,,,,
3036,07630102501005,,,,,
3037,07630102501023,,,,,
3038,07630102501041,,,,,
3039,07630102501059,,,,,
3040,07630102501077,,,,,
3041,07630102501095,,,,,
3042,07630102501113,,,,,
3043,07630102501131,,,,,
3044,07630102501149,,,,,
3045,07630102501167,,,,,
3046,07630102501185,,,,,
3047,07630102501203,,,,,
3048,07640101801005,,,,,
3049,07640101801008,,,,,
3050,07640101801023,,,,,
3051,07640101801024,,,,,
