,HHID,Item,L3
25031,04321401003008,5,5.0
25032,04321401003008,6,0.0
25033,04321401003008,7,0.0
25034,04321401003008,8,25.0
25035,04321401003008,9,0.0
25036,04321401003008,10,0.0
25037,04321401003008,11,0.0
25038,04321401003008,12,0.0
25039,04321401003008,13,0.0
25040,04321401003008,14,0.0
25041,04321401003009,1,0.0
25042,04321401003009,2,0.0
25043,04321401003009,3,200.0
25044,04321401003009,4,50.0
25045,04321401003009,5,10.0
25046,04321401003009,6,0.0
25047,04321401003009,7,0.0
25048,04321401003009,8,0.0
25049,04321401003009,9,0.0
25050,04321401003009,10,0.0
25051,04321401003009,11,0.0
25052,04321401003009,12,0.0
25053,04321401003009,13,0.0
25054,04321401003009,14,0.0
25055,04321401003010,1,1000.0
25056,04321401003010,2,58.0
25057,04321401003010,3,220.0
25058,04321401003010,4,80.0
25059,04321401003010,5,10.0
25060,04321401003010,6,0.0
25061,04321401003010,7,0.0
25062,04321401003010,8,60.0
25063,04321401003010,9,0.0
25064,04321401003010,10,0.0
25065,04321401003010,11,0.0
25066,04321401003010,12,0.0
25067,04321401003010,13,0.0
25068,04321401003010,14,0.0
25069,04321401003011,1,1300.0
25070,04321401003011,2,80.0
25071,04321401003011,3,350.0
25072,04321401003011,4,100.0
25073,04321401003011,5,15.0
25074,04321401003011,6,0.0
25075,04321401003011,7,0.0
25076,04321401003011,8,300.0
25077,04321401003011,9,0.0
25078,04321401003011,10,0.0
25079,04321401003011,11,0.0
25080,04321401003011,12,0.0
25081,04321401003011,13,0.0
25082,04321401003011,14,0.0
25083,04321401003012,1,1700.0
25084,04321401003012,2,100.0
25085,04321401003012,3,300.0
25086,04321401003012,4,100.0
25087,04321401003012,5,20.0
25088,04321401003012,6,400.0
25089,04321401003012,7,0.0
25090,04321401003012,8,40.0
25091,04321401003012,9,0.0
25092,04321401003012,10,0.0
25093,04321401003012,11,0.0
25094,04321401003012,12,0.0
25095,04321401003012,13,0.0
25096,04321401003012,14,0.0
25097,04321600405001,1,-888.0
25098,04321600405001,2,-888.0
25099,04321600405001,3,2500.0
25100,04321600405001,4,550.0
25101,04321600405001,5,115.0
25102,04321600405001,6,-888.0
25103,04321600405001,7,-888.0
25104,04321600405001,8,-888.0
25105,04321600405001,9,-888.0
25106,04321600405001,10,-888.0
25107,04321600405001,11,-888.0
25108,04321600405001,12,1000.0
25109,04321600405001,13,-888.0
25110,04321600405001,14,-888.0
25111,04321600405002,1,-888.0
25112,04321600405002,2,-888.0
25113,04321600405002,3,5000.0
25114,04321600405002,4,400.0
25115,04321600405002,5,1200.0
25116,04321600405002,6,-888.0
25117,04321600405002,7,-888.0
25118,04321600405002,8,200.0
25119,04321600405002,9,-888.0
25120,04321600405002,10,-888.0
25121,04321600405002,11,-888.0
25122,04321600405002,12,-888.0
25123,04321600405002,13,-888.0
25124,04321600405002,14,-888.0
25125,04321600405003,1,-888.0
25126,04321600405003,2,800.0
25127,04321600405003,3,4000.0
25128,04321600405003,4,200.0
25129,04321600405003,5,2000.0
25130,04321600405003,6,-888.0
25131,04321600405003,7,-888.0
25132,04321600405003,8,125.0
25133,04321600405003,9,-888.0
25134,04321600405003,10,-888.0
25135,04321600405003,11,-888.0
25136,04321600405003,12,500.0
25137,04321600405003,13,-888.0
25138,04321600405003,14,-888.0
25139,04321600405004,1,-888.0
25140,04321600405004,2,800.0
25141,04321600405004,3,2500.0
25142,04321600405004,4,800.0
25143,04321600405004,5,100.0
25144,04321600405004,6,-888.0
25145,04321600405004,7,-888.0
25146,04321600405004,8,200.0
25147,04321600405004,9,-888.0
25148,04321600405004,10,-888.0
25149,04321600405004,11,-888.0
25150,04321600405004,12,-888.0
25151,04321600405004,13,-888.0
25152,04321600405004,14,-888.0
25153,04321600405005,1,600.0
25154,04321600405005,2,1800.0
25155,04321600405005,3,500.0
25156,04321600405005,4,250.0
25157,04321600405005,5,-888.0
25158,04321600405005,6,-888.0
25159,04321600405005,7,-888.0
25160,04321600405005,8,-888.0
25161,04321600405005,9,-888.0
25162,04321600405005,10,-888.0
25163,04321600405005,11,-888.0
25164,04321600405005,12,-888.0
25165,04321600405005,13,-888.0
25166,04321600405005,14,-888.0
25167,04321600405006,1,800.0
25168,04321600405006,2,2100.0
25169,04321600405006,3,700.0
25170,04321600405006,4,500.0
25171,04321600405006,5,-888.0
25172,04321600405006,6,-888.0
25173,04321600405006,7,-888.0
25174,04321600405006,8,80.0
25175,04321600405006,9,-888.0
25176,04321600405006,10,-888.0
25177,04321600405006,11,180.0
25178,04321600405006,12,-888.0
25179,04321600405006,13,-888.0
25180,04321600405006,14,-888.0
25181,04321600405007,1,500.0
25182,04321600405007,2,1300.0
25183,04321600405007,3,300.0
25184,04321600405007,4,200.0
25185,04321600405007,5,80.0
25186,04321600405007,6,-888.0
25187,04321600405007,7,-888.0
25188,04321600405007,8,150.0
25189,04321600405007,9,-888.0
25190,04321600405007,10,-888.0
25191,04321600405007,11,-888.0
25192,04321600405007,12,-888.0
25193,04321600405007,13,-888.0
25194,04321600405007,14,-888.0
25195,04321600405008,1,800.0
25196,04321600405008,2,1900.0
25197,04321600405008,3,700.0
25198,04321600405008,4,300.0
25199,04321600405008,5,250.0
25200,04321600405008,6,-888.0
25201,04321600405008,7,-888.0
25202,04321600405008,8,-888.0
25203,04321600405008,9,-888.0
25204,04321600405008,10,-888.0
25205,04321600405008,11,-888.0
25206,04321600405008,12,-888.0
25207,04321600405008,13,-888.0
25208,04321600405008,14,-888.0
25209,04321600405009,1,0.0
25210,04321600405009,2,0.0
25211,04321600405009,3,400.0
25212,04321600405009,4,150.0
25213,04321600405009,5,175.0
25214,04321600405009,6,0.0
25215,04321600405009,7,0.0
25216,04321600405009,8,10.0
25217,04321600405009,9,0.0
25218,04321600405009,10,0.0
25219,04321600405009,11,0.0
25220,04321600405009,12,0.0
25221,04321600405009,13,0.0
25222,04321600405009,14,0.0
25223,04321600405010,1,700.0
25224,04321600405010,2,0.0
25225,04321600405010,3,250.0
25226,04321600405010,4,100.0
25227,04321600405010,5,0.0
25228,04321600405010,6,0.0
25229,04321600405010,7,0.0
25230,04321600405010,8,28.0
25231,04321600405010,9,0.0
25232,04321600405010,10,0.0
25233,04321600405010,11,0.0
25234,04321600405010,12,0.0
25235,04321600405010,13,0.0
25236,04321600405010,14,0.0
25237,04321600405011,1,880.0
25238,04321600405011,2,50.0
25239,04321600405011,3,1200.0
25240,04321600405011,4,1000.0
25241,04321600405011,5,150.0
25242,04321600405011,6,600.0
25243,04321600405011,7,0.0
25244,04321600405011,8,30.0
25245,04321600405011,9,0.0
25246,04321600405011,10,0.0
25247,04321600405011,11,0.0
25248,04321600405011,12,0.0
25249,04321600405011,13,0.0
25250,04321600405011,14,0.0
25251,04321600405012,1,500.0
25252,04321600405012,2,0.0
25253,04321600405012,3,1100.0
25254,04321600405012,4,450.0
25255,04321600405012,5,10.0
25256,04321600405012,6,1200.0
25257,04321600405012,7,0.0
25258,04321600405012,8,0.0
25259,04321600405012,9,0.0
25260,04321600405012,10,0.0
25261,04321600405012,11,0.0
25262,04321600405012,12,0.0
25263,04321600405012,13,0.0
25264,04321600405012,14,0.0
25265,04321801602001,1,-888.0
25266,04321801602001,2,450.0
25267,04321801602001,3,900.0
25268,04321801602001,4,-888.0
25269,04321801602001,5,-888.0
25270,04321801602001,6,-888.0
25271,04321801602001,7,-888.0
25272,04321801602001,8,-888.0
25273,04321801602001,9,-888.0
25274,04321801602001,10,-888.0
25275,04321801602001,11,-888.0
25276,04321801602001,12,-888.0
25277,04321801602001,13,-888.0
25278,04321801602001,14,-888.0
25279,04321801602002,1,-888.0
25280,04321801602002,2,-888.0
25281,04321801602002,3,400.0
25282,04321801602002,4,-888.0
25283,04321801602002,5,65.0
25284,04321801602002,6,-888.0
25285,04321801602002,7,-888.0
25286,04321801602002,8,-888.0
25287,04321801602002,9,-888.0
25288,04321801602002,10,-888.0
25289,04321801602002,11,-888.0
25290,04321801602002,12,-888.0
25291,04321801602002,13,-888.0
25292,04321801602002,14,-888.0
25293,04321801602003,1,-888.0
25294,04321801602003,2,490.0
25295,04321801602003,3,1000.0
25296,04321801602003,4,100.0
25297,04321801602003,5,165.0
25298,04321801602003,6,-888.0
25299,04321801602003,7,-888.0
25300,04321801602003,8,-888.0
25301,04321801602003,9,-888.0
25302,04321801602003,10,-888.0
25303,04321801602003,11,-888.0
25304,04321801602003,12,300.0
25305,04321801602003,13,-888.0
25306,04321801602003,14,-888.0
25307,04321801602004,1,-888.0
25308,04321801602004,2,1000.0
25309,04321801602004,3,1500.0
25310,04321801602004,4,200.0
25311,04321801602004,5,65.0
25312,04321801602004,6,-888.0
25313,04321801602004,7,20000.0
25314,04321801602004,8,-888.0
25315,04321801602004,9,-888.0
25316,04321801602004,10,-888.0
25317,04321801602004,11,-888.0
25318,04321801602004,12,400.0
25319,04321801602004,13,-888.0
25320,04321801602004,14,-888.0
25321,04321801602005,1,-888.0
25322,04321801602005,2,700.0
25323,04321801602005,3,1500.0
25324,04321801602005,4,150.0
25325,04321801602005,5,200.0
25326,04321801602005,6,-888.0
25327,04321801602005,7,-888.0
25328,04321801602005,8,90.0
25329,04321801602005,9,-888.0
25330,04321801602005,10,-888.0
25331,04321801602005,11,-888.0
25332,04321801602005,12,-888.0
25333,04321801602005,13,-888.0
25334,04321801602005,14,-888.0
25335,04321801602006,1,-888.0
25336,04321801602006,2,1200.0
25337,04321801602006,3,2000.0
25338,04321801602006,4,300.0
25339,04321801602006,5,375.0
25340,04321801602006,6,-888.0
25341,04321801602006,7,-888.0
25342,04321801602006,8,-888.0
25343,04321801602006,9,-888.0
25344,04321801602006,10,-888.0
25345,04321801602006,11,-888.0
25346,04321801602006,12,-888.0
25347,04321801602006,13,-888.0
25348,04321801602006,14,-888.0
25349,04321801602007,1,1200.0
25350,04321801602007,2,3500.0
25351,04321801602007,3,700.0
25352,04321801602007,4,500.0
25353,04321801602007,5,-888.0
25354,04321801602007,6,-888.0
25355,04321801602007,7,-888.0
25356,04321801602007,8,200.0
25357,04321801602007,9,-888.0
25358,04321801602007,10,-888.0
25359,04321801602007,11,-888.0
25360,04321801602007,12,-888.0
25361,04321801602007,13,-888.0
25362,04321801602007,14,-888.0
25363,04321801602008,1,500.0
25364,04321801602008,2,800.0
25365,04321801602008,3,200.0
25366,04321801602008,4,150.0
25367,04321801602008,5,-888.0
25368,04321801602008,6,-888.0
25369,04321801602008,7,-888.0
25370,04321801602008,8,-888.0
25371,04321801602008,9,-888.0
25372,04321801602008,10,-888.0
25373,04321801602008,11,-888.0
25374,04321801602008,12,-888.0
25375,04321801602008,13,-888.0
25376,04321801602008,14,-888.0
25377,04321801602009,1,300.0
25378,04321801602009,2,900.0
25379,04321801602009,3,300.0
25380,04321801602009,4,-888.0
25381,04321801602009,5,-888.0
25382,04321801602009,6,-888.0
25383,04321801602009,7,-888.0
25384,04321801602009,8,-888.0
25385,04321801602009,9,-888.0
25386,04321801602009,10,-888.0
25387,04321801602009,11,-888.0
25388,04321801602009,12,-888.0
25389,04321801602009,13,-888.0
25390,04321801602009,14,-888.0
25391,04321801602010,1,700.0
25392,04321801602010,2,1800.0
25393,04321801602010,3,600.0
25394,04321801602010,4,400.0
25395,04321801602010,5,1200.0
25396,04321801602010,6,-888.0
25397,04321801602010,7,150.0
25398,04321801602010,8,60.0
25399,04321801602010,9,-888.0
25400,04321801602010,10,-888.0
25401,04321801602010,11,-888.0
25402,04321801602010,12,-888.0
25403,04321801602010,13,-888.0
25404,04321801602010,14,-888.0
25405,04321801602011,1,800.0
25406,04321801602011,2,-888.0
25407,04321801602011,3,500.0
25408,04321801602011,4,300.0
25409,04321801602011,5,-888.0
25410,04321801602011,6,-888.0
25411,04321801602011,7,-888.0
25412,04321801602011,8,-888.0
25413,04321801602011,9,-888.0
25414,04321801602011,10,808.0
25415,04321801602011,11,-888.0
25416,04321801602011,12,-888.0
25417,04321801602011,13,-888.0
25418,04321801602011,14,-888.0
25419,04321801602012,1,700.0
25420,04321801602012,2,900.0
25421,04321801602012,3,300.0
25422,04321801602012,4,-888.0
25423,04321801602012,5,-888.0
25424,04321801602012,6,-888.0
25425,04321801602012,7,-888.0
25426,04321801602012,8,-888.0
25427,04321801602012,9,-888.0
25428,04321801602012,10,-888.0
25429,04321801602012,11,-888.0
25430,04321801602012,12,-888.0
25431,04321801602012,13,-888.0
25432,04321801602012,14,880.0
25433,04330600803003,1,1500.0
25434,04330600803003,2,400.0
25435,04330600803003,3,500.0
25436,04330600803003,4,0.0
25437,04330600803003,5,0.0
25438,04330600803003,6,0.0
25439,04330600803003,7,0.0
25440,04330600803003,8,60.0
25441,04330600803003,9,0.0
25442,04330600803003,10,0.0
25443,04330600803003,11,0.0
25444,04330600803003,12,0.0
25445,04330600803003,13,0.0
25446,04330600803003,14,0.0
25447,04330600803018,1,600.0
25448,04330600803018,2,400.0
25449,04330600803018,3,700.0
25450,04330600803018,4,0.0
25451,04330600803018,5,0.0
25452,04330600803018,6,50.0
25453,04330600803018,7,0.0
25454,04330600803018,8,70.0
25455,04330600803018,9,0.0
25456,04330600803018,10,0.0
25457,04330600803018,11,0.0
25458,04330600803018,12,0.0
25459,04330600803018,13,0.0
25460,04330600803018,14,0.0
25461,04330600803033,1,700.0
25462,04330600803033,2,400.0
25463,04330600803033,3,500.0
25464,04330600803033,4,0.0
25465,04330600803033,5,0.0
25466,04330600803033,6,0.0
25467,04330600803033,7,0.0
25468,04330600803033,8,300.0
25469,04330600803033,9,0.0
25470,04330600803033,10,0.0
25471,04330600803033,11,0.0
25472,04330600803033,12,0.0
25473,04330600803033,13,0.0
25474,04330600803033,14,0.0
25475,04330600803048,1,300.0
25476,04330600803048,2,0.0
25477,04330600803048,3,1500.0
25478,04330600803048,4,0.0
25479,04330600803048,5,0.0
25480,04330600803048,6,0.0
25481,04330600803048,7,0.0
25482,04330600803048,8,0.0
25483,04330600803048,9,0.0
25484,04330600803048,10,0.0
25485,04330600803048,11,0.0
25486,04330600803048,12,0.0
25487,04330600803048,13,0.0
25488,04330600803048,14,0.0
25489,04330600803063,1,300.0
25490,04330600803063,2,0.0
25491,04330600803063,3,1200.0
25492,04330600803063,4,0.0
25493,04330600803063,5,0.0
25494,04330600803063,6,0.0
25495,04330600803063,7,0.0
25496,04330600803063,8,0.0
25497,04330600803063,9,0.0
25498,04330600803063,10,0.0
25499,04330600803063,11,0.0
25500,04330600803063,12,0.0
25501,04330600803063,13,0.0
25502,04330600803063,14,0.0
25503,04330600803078,1,0.0
25504,04330600803078,2,500.0
25505,04330600803078,3,2500.0
25506,04330600803078,4,150.0
25507,04330600803078,5,0.0
25508,04330600803078,6,0.0
25509,04330600803078,7,0.0
25510,04330600803078,8,0.0
25511,04330600803078,9,0.0
25512,04330600803078,10,0.0
25513,04330600803078,11,0.0
25514,04330600803078,12,0.0
25515,04330600803078,13,0.0
25516,04330600803078,14,0.0
25517,04330600803093,1,0.0
25518,04330600803093,2,0.0
25519,04330600803093,3,1000.0
25520,04330600803093,4,0.0
25521,04330600803093,5,0.0
25522,04330600803093,6,0.0
25523,04330600803093,7,0.0
25524,04330600803093,8,0.0
25525,04330600803093,9,0.0
25526,04330600803093,10,0.0
25527,04330600803093,11,0.0
25528,04330600803093,12,0.0
25529,04330600803093,13,0.0
25530,04330600803093,14,0.0
25531,04330600803108,1,1000.0
25532,04330600803108,2,1200.0
25533,04330600803108,3,2000.0
25534,04330600803108,4,100.0
25535,04330600803108,5,0.0
25536,04330600803108,6,0.0
25537,04330600803108,7,0.0
25538,04330600803108,8,0.0
25539,04330600803108,9,0.0
25540,04330600803108,10,0.0
25541,04330600803108,11,0.0
25542,04330600803108,12,0.0
25543,04330600803108,13,0.0
25544,04330600803108,14,0.0
25545,04330600803123,1,350.0
25546,04330600803123,2,450.0
25547,04330600803123,3,1500.0
25548,04330600803123,4,50.0
25549,04330600803123,5,0.0
25550,04330600803123,6,0.0
25551,04330600803123,7,0.0
25552,04330600803123,8,0.0
25553,04330600803123,9,0.0
25554,04330600803123,10,0.0
25555,04330600803123,11,0.0
25556,04330600803123,12,0.0
25557,04330600803123,13,0.0
25558,04330600803123,14,0.0
25559,04330600803138,1,220.0
25560,04330600803138,2,500.0
25561,04330600803138,3,480.0
25562,04330600803138,4,70.0
25563,04330600803138,5,0.0
25564,04330600803138,6,0.0
25565,04330600803138,7,0.0
25566,04330600803138,8,0.0
25567,04330600803138,9,0.0
25568,04330600803138,10,0.0
25569,04330600803138,11,0.0
25570,04330600803138,12,0.0
25571,04330600803138,13,0.0
25572,04330600803138,14,0.0
25573,04330600803153,1,350.0
25574,04330600803153,2,450.0
25575,04330600803153,3,530.0
25576,04330600803153,4,130.0
25577,04330600803153,5,0.0
25578,04330600803153,6,0.0
25579,04330600803153,7,0.0
25580,04330600803153,8,0.0
25581,04330600803153,9,0.0
25582,04330600803153,10,0.0
25583,04330600803153,11,0.0
25584,04330600803153,12,0.0
25585,04330600803153,13,0.0
25586,04330600803153,14,0.0
25587,04330600803168,1,190.0
25588,04330600803168,2,560.0
25589,04330600803168,3,500.0
25590,04330600803168,4,130.0
25591,04330600803168,5,180.0
25592,04330600803168,6,0.0
25593,04330600803168,7,0.0
25594,04330600803168,8,0.0
25595,04330600803168,9,0.0
25596,04330600803168,10,0.0
25597,04330600803168,11,0.0
25598,04330600803168,12,0.0
25599,04330600803168,13,0.0
25600,04330600803168,14,0.0
25601,04330801809005,1,200.0
25602,04330801809005,2,300.0
25603,04330801809005,3,400.0
25604,04330801809005,4,0.0
25605,04330801809005,5,0.0
25606,04330801809005,6,0.0
25607,04330801809005,7,0.0
25608,04330801809005,8,0.0
25609,04330801809005,9,0.0
25610,04330801809005,10,0.0
25611,04330801809005,11,0.0
25612,04330801809005,12,0.0
25613,04330801809005,13,0.0
25614,04330801809005,14,0.0
25615,04330801809021,1,0.0
25616,04330801809021,2,300.0
25617,04330801809021,3,300.0
25618,04330801809021,4,0.0
25619,04330801809021,5,0.0
25620,04330801809021,6,0.0
25621,04330801809021,7,0.0
25622,04330801809021,8,200.0
25623,04330801809021,9,0.0
25624,04330801809021,10,0.0
25625,04330801809021,11,0.0
25626,04330801809021,12,0.0
25627,04330801809021,13,0.0
25628,04330801809021,14,0.0
25629,04330801809037,1,0.0
25630,04330801809037,2,300.0
25631,04330801809037,3,300.0
25632,04330801809037,4,0.0
25633,04330801809037,5,0.0
25634,04330801809037,6,0.0
25635,04330801809037,7,0.0
25636,04330801809037,8,0.0
25637,04330801809037,9,0.0
25638,04330801809037,10,0.0
25639,04330801809037,11,0.0
25640,04330801809037,12,0.0
25641,04330801809037,13,0.0
25642,04330801809037,14,0.0
25643,04330801809053,1,0.0
25644,04330801809053,2,0.0
25645,04330801809053,3,1500.0
25646,04330801809053,4,0.0
25647,04330801809053,5,0.0
25648,04330801809053,6,0.0
25649,04330801809053,7,0.0
25650,04330801809053,8,0.0
25651,04330801809053,9,0.0
25652,04330801809053,10,0.0
25653,04330801809053,11,0.0
25654,04330801809053,12,0.0
25655,04330801809053,13,0.0
25656,04330801809053,14,0.0
25657,04330801809069,1,250.0
25658,04330801809069,2,0.0
25659,04330801809069,3,1200.0
25660,04330801809069,4,0.0
25661,04330801809069,5,0.0
25662,04330801809069,6,0.0
25663,04330801809069,7,0.0
25664,04330801809069,8,0.0
25665,04330801809069,9,0.0
25666,04330801809069,10,0.0
25667,04330801809069,11,0.0
25668,04330801809069,12,0.0
25669,04330801809069,13,0.0
25670,04330801809069,14,0.0
25671,04330801809085,1,0.0
25672,04330801809085,2,0.0
25673,04330801809085,3,2000.0
25674,04330801809085,4,0.0
25675,04330801809085,5,0.0
25676,04330801809085,6,0.0
25677,04330801809085,7,0.0
25678,04330801809085,8,0.0
25679,04330801809085,9,0.0
25680,04330801809085,10,0.0
25681,04330801809085,11,0.0
25682,04330801809085,12,0.0
25683,04330801809085,13,0.0
25684,04330801809085,14,0.0
25685,04330801809101,1,90.0
25686,04330801809101,2,380.0
25687,04330801809101,3,550.0
25688,04330801809101,4,0.0
25689,04330801809101,5,0.0
25690,04330801809101,6,0.0
25691,04330801809101,7,0.0
25692,04330801809101,8,0.0
25693,04330801809101,9,0.0
25694,04330801809101,10,0.0
25695,04330801809101,11,0.0
25696,04330801809101,12,0.0
25697,04330801809101,13,9600.0
25698,04330801809101,14,0.0
25699,04330801809117,1,0.0
25700,04330801809117,2,360.0
25701,04330801809117,3,500.0
25702,04330801809117,4,30.0
25703,04330801809117,5,0.0
25704,04330801809117,6,0.0
25705,04330801809117,7,0.0
25706,04330801809117,8,0.0
25707,04330801809117,9,0.0
25708,04330801809117,10,0.0
25709,04330801809117,11,0.0
25710,04330801809117,12,0.0
25711,04330801809117,13,20000.0
25712,04330801809117,14,0.0
25713,04330801809133,1,0.0
25714,04330801809133,2,250.0
25715,04330801809133,3,1200.0
25716,04330801809133,4,0.0
25717,04330801809133,5,0.0
25718,04330801809133,6,0.0
25719,04330801809133,7,0.0
25720,04330801809133,8,0.0
25721,04330801809133,9,0.0
25722,04330801809133,10,0.0
25723,04330801809133,11,0.0
25724,04330801809133,12,0.0
25725,04330801809133,13,5000.0
25726,04330801809133,14,0.0
25727,04330801809149,1,0.0
25728,04330801809149,2,0.0
25729,04330801809149,3,3000.0
25730,04330801809149,4,0.0
25731,04330801809149,5,0.0
25732,04330801809149,6,0.0
25733,04330801809149,7,0.0
25734,04330801809149,8,0.0
25735,04330801809149,9,0.0
25736,04330801809149,10,0.0
25737,04330801809149,11,0.0
25738,04330801809149,12,0.0
25739,04330801809149,13,0.0
25740,04330801809149,14,0.0
25741,04330801809165,1,0.0
25742,04330801809165,2,1000.0
25743,04330801809165,3,5000.0
25744,04330801809165,4,0.0
25745,04330801809165,5,0.0
25746,04330801809165,6,25.0
25747,04330801809165,7,0.0
25748,04330801809165,8,0.0
25749,04330801809165,9,0.0
25750,04330801809165,10,0.0
25751,04330801809165,11,0.0
25752,04330801809165,12,0.0
25753,04330801809165,13,0.0
25754,04330801809165,14,0.0
25755,04330801809181,1,80.0
25756,04330801809181,2,500.0
25757,04330801809181,3,470.0
25758,04330801809181,4,60.0
25759,04330801809181,5,0.0
25760,04330801809181,6,0.0
25761,04330801809181,7,0.0
25762,04330801809181,8,0.0
25763,04330801809181,9,0.0
25764,04330801809181,10,0.0
25765,04330801809181,11,0.0
25766,04330801809181,12,0.0
25767,04330801809181,13,10000.0
25768,04330801809181,14,0.0
25769,04331301403001,1,0.0
25770,04331301403001,2,300.0
25771,04331301403001,3,500.0
25772,04331301403001,4,0.0
25773,04331301403001,5,1000.0
25774,04331301403001,6,0.0
25775,04331301403001,7,0.0
25776,04331301403001,8,0.0
25777,04331301403001,9,0.0
25778,04331301403001,10,0.0
25779,04331301403001,11,0.0
25780,04331301403001,12,0.0
25781,04331301403001,13,0.0
25782,04331301403001,14,0.0
25783,04331301403018,1,600.0
25784,04331301403018,2,1500.0
25785,04331301403018,3,3000.0
25786,04331301403018,4,100.0
25787,04331301403018,5,265.0
25788,04331301403018,6,0.0
25789,04331301403018,7,0.0
25790,04331301403018,8,0.0
25791,04331301403018,9,0.0
25792,04331301403018,10,0.0
25793,04331301403018,11,0.0
25794,04331301403018,12,0.0
25795,04331301403018,13,0.0
25796,04331301403018,14,0.0
25797,04331301403035,1,700.0
25798,04331301403035,2,300.0
25799,04331301403035,3,400.0
25800,04331301403035,4,0.0
25801,04331301403035,5,0.0
25802,04331301403035,6,0.0
25803,04331301403035,7,0.0
25804,04331301403035,8,180.0
25805,04331301403035,9,0.0
25806,04331301403035,10,0.0
25807,04331301403035,11,0.0
25808,04331301403035,12,0.0
25809,04331301403035,13,0.0
25810,04331301403035,14,0.0
25811,04331301403052,1,0.0
25812,04331301403052,2,800.0
25813,04331301403052,3,1500.0
25814,04331301403052,4,300.0
25815,04331301403052,5,0.0
25816,04331301403052,6,0.0
25817,04331301403052,7,0.0
25818,04331301403052,8,100.0
25819,04331301403052,9,0.0
25820,04331301403052,10,0.0
25821,04331301403052,11,0.0
25822,04331301403052,12,0.0
25823,04331301403052,13,0.0
25824,04331301403052,14,0.0
25825,04331301403069,1,0.0
25826,04331301403069,2,0.0
25827,04331301403069,3,1000.0
25828,04331301403069,4,0.0
25829,04331301403069,5,0.0
25830,04331301403069,6,0.0
25831,04331301403069,7,0.0
25832,04331301403069,8,0.0
25833,04331301403069,9,0.0
25834,04331301403069,10,0.0
25835,04331301403069,11,0.0
25836,04331301403069,12,0.0
25837,04331301403069,13,0.0
25838,04331301403069,14,0.0
25839,04331301403086,1,0.0
25840,04331301403086,2,650.0
25841,04331301403086,3,590.0
25842,04331301403086,4,150.0
25843,04331301403086,5,0.0
25844,04331301403086,6,0.0
25845,04331301403086,7,0.0
25846,04331301403086,8,0.0
25847,04331301403086,9,0.0
25848,04331301403086,10,0.0
25849,04331301403086,11,0.0
25850,04331301403086,12,0.0
25851,04331301403086,13,0.0
25852,04331301403086,14,0.0
25853,04331301403103,1,200.0
25854,04331301403103,2,0.0
25855,04331301403103,3,1200.0
25856,04331301403103,4,0.0
25857,04331301403103,5,0.0
25858,04331301403103,6,0.0
25859,04331301403103,7,0.0
25860,04331301403103,8,0.0
25861,04331301403103,9,0.0
25862,04331301403103,10,0.0
25863,04331301403103,11,0.0
25864,04331301403103,12,0.0
25865,04331301403103,13,0.0
25866,04331301403103,14,0.0
25867,04331301403120,1,500.0
25868,04331301403120,2,0.0
25869,04331301403120,3,1500.0
25870,04331301403120,4,0.0
25871,04331301403120,5,0.0
25872,04331301403120,6,0.0
25873,04331301403120,7,0.0
25874,04331301403120,8,0.0
25875,04331301403120,9,0.0
25876,04331301403120,10,0.0
25877,04331301403120,11,0.0
25878,04331301403120,12,0.0
25879,04331301403120,13,0.0
25880,04331301403120,14,0.0
25881,04331301403137,1,150.0
25882,04331301403137,2,2000.0
25883,04331301403137,3,2000.0
25884,04331301403137,4,100.0
25885,04331301403137,5,80.0
25886,04331301403137,6,150.0
25887,04331301403137,7,0.0
25888,04331301403137,8,0.0
25889,04331301403137,9,0.0
25890,04331301403137,10,0.0
25891,04331301403137,11,0.0
25892,04331301403137,12,0.0
25893,04331301403137,13,0.0
25894,04331301403137,14,0.0
25895,04331301403154,1,0.0
25896,04331301403154,2,280.0
25897,04331301403154,3,400.0
25898,04331301403154,4,40.0
25899,04331301403154,5,0.0
25900,04331301403154,6,0.0
25901,04331301403154,7,0.0
25902,04331301403154,8,0.0
25903,04331301403154,9,0.0
25904,04331301403154,10,0.0
25905,04331301403154,11,0.0
25906,04331301403154,12,0.0
25907,04331301403154,13,0.0
25908,04331301403154,14,0.0
25909,04331301403171,1,0.0
25910,04331301403171,2,420.0
25911,04331301403171,3,500.0
25912,04331301403171,4,120.0
25913,04331301403171,5,230.0
25914,04331301403171,6,0.0
25915,04331301403171,7,0.0
25916,04331301403171,8,0.0
25917,04331301403171,9,0.0
25918,04331301403171,10,0.0
25919,04331301403171,11,0.0
25920,04331301403171,12,0.0
25921,04331301403171,13,8400.0
25922,04331301403171,14,0.0
25923,04331301403188,1,0.0
25924,04331301403188,2,400.0
25925,04331301403188,3,450.0
25926,04331301403188,4,0.0
25927,04331301403188,5,280.0
25928,04331301403188,6,100.0
25929,04331301403188,7,0.0
25930,04331301403188,8,40.0
25931,04331301403188,9,0.0
25932,04331301403188,10,0.0
25933,04331301403188,11,0.0
25934,04331301403188,12,0.0
25935,04331301403188,13,0.0
25936,04331301403188,14,0.0
25937,04340201103001,1,500.0
25938,04340201103001,2,700.0
25939,04340201103001,3,400.0
25940,04340201103001,4,-888.0
25941,04340201103001,5,-888.0
25942,04340201103001,6,-888.0
25943,04340201103001,7,-888.0
25944,04340201103001,8,-888.0
25945,04340201103001,9,-888.0
