,HHID,M_item,M_a,M_b,M_c
60900,07500901704101,9,0,,
60901,07500901704101,10,0,,
60902,07500901704101,11,0,,
60903,07500901704101,12,0,,
60904,07500901704101,13,0,,
60905,07500901704101,14,0,,
60906,07500901704101,15,0,,
60907,07500901704101,16,0,,
60908,07500901704101,17,0,,
60909,07500901704101,18,0,,
60910,07500901704101,19,0,,
60911,07500901704101,20,0,,
60912,07500901704101,21,1,1.0,
60913,07500901704101,22,0,,
60914,07500901704101,23,0,,
60915,07500901704101,24,0,,
60916,07500901704121,1,0,,
60917,07500901704121,2,0,,
60918,07500901704121,3,2,3.0,
60919,07500901704121,4,0,,
60920,07500901704121,5,0,,
60921,07500901704121,6,0,,
60922,07500901704121,7,0,,
60923,07500901704121,8,0,,
60924,07500901704121,9,0,,
60925,07500901704121,10,0,,
60926,07500901704121,11,0,,
60927,07500901704121,12,0,,
60928,07500901704121,13,0,,
60929,07500901704121,14,0,,
60930,07500901704121,15,0,,
60931,07500901704121,16,0,,
60932,07500901704121,17,0,,
60933,07500901704121,18,0,,
60934,07500901704121,19,0,,
60935,07500901704121,20,0,,
60936,07500901704121,21,0,,
60937,07500901704121,22,0,,
60938,07500901704121,23,0,,
60939,07500901704121,24,0,,
60940,07500901704145,1,0,,
60941,07500901704145,2,0,,
60942,07500901704145,3,2,3.0,
60943,07500901704145,4,0,,
60944,07500901704145,5,0,,
60945,07500901704145,6,0,,
60946,07500901704145,7,0,,
60947,07500901704145,8,0,,
60948,07500901704145,9,0,,
60949,07500901704145,10,0,,
60950,07500901704145,11,0,,
60951,07500901704145,12,0,,
60952,07500901704145,13,0,,
60953,07500901704145,14,0,,
60954,07500901704145,15,0,,
60955,07500901704145,16,0,,
60956,07500901704145,17,0,,
60957,07500901704145,18,0,,
60958,07500901704145,19,0,,
60959,07500901704145,20,0,,
60960,07500901704145,21,1,1.0,
60961,07500901704145,22,0,,
60962,07500901704145,23,0,,
60963,07500901704145,24,0,,
60964,07501400105001,1,0,,
60965,07501400105001,2,0,,
60966,07501400105001,3,2,2.0,
60967,07501400105001,4,0,,
60968,07501400105001,5,0,,
60969,07501400105001,6,0,,
60970,07501400105001,7,1,2.0,
60971,07501400105001,8,0,,
60972,07501400105001,9,0,,
60973,07501400105001,10,0,,
60974,07501400105001,11,0,,
60975,07501400105001,12,0,,
60976,07501400105001,13,0,,
60977,07501400105001,14,0,,
60978,07501400105001,15,0,,
60979,07501400105001,16,0,,
60980,07501400105001,17,0,,
60981,07501400105001,18,0,,
60982,07501400105001,19,0,,
60983,07501400105001,20,0,,
60984,07501400105001,21,2,2.0,
60985,07501400105001,22,0,,
60986,07501400105001,23,1,2.0,4.0
60987,07501400105001,24,0,,
60988,07501400105002,1,0,,
60989,07501400105002,2,0,,
60990,07501400105002,3,0,,
60991,07501400105002,4,0,,
60992,07501400105002,5,0,,
60993,07501400105002,6,0,,
60994,07501400105002,7,0,,
60995,07501400105002,8,0,,
60996,07501400105002,9,1,2.0,
60997,07501400105002,10,0,,
60998,07501400105002,11,0,,
60999,07501400105002,12,1,2.0,
61000,07501400105002,13,0,,
61001,07501400105002,14,0,,
61002,07501400105002,15,0,,
61003,07501400105002,16,0,,
61004,07501400105002,17,0,,
61005,07501400105002,18,0,,
61006,07501400105002,19,0,,
61007,07501400105002,20,2,2.0,
61008,07501400105002,21,2,2.0,
61009,07501400105002,22,0,,
61010,07501400105002,23,1,2.0,4.0
61011,07501400105002,24,0,,
61012,07501400105003,1,0,,
61013,07501400105003,2,0,,
61014,07501400105003,3,1,1.0,
61015,07501400105003,4,0,,
61016,07501400105003,5,0,,
61017,07501400105003,6,1,1.0,0.0
61018,07501400105003,7,0,,
61019,07501400105003,8,0,,
61020,07501400105003,9,0,,
61021,07501400105003,10,0,,
61022,07501400105003,11,0,,
61023,07501400105003,12,0,,
61024,07501400105003,13,0,,
61025,07501400105003,14,0,,
61026,07501400105003,15,0,,
61027,07501400105003,16,0,,
61028,07501400105003,17,0,,
61029,07501400105003,18,0,,
61030,07501400105003,19,0,,
61031,07501400105003,20,0,,
61032,07501400105003,21,0,,
61033,07501400105003,22,0,,
61034,07501400105003,23,1,1.0,5.0
61035,07501400105003,24,0,,
61036,07501400105004,1,0,,
61037,07501400105004,2,0,,
61038,07501400105004,3,2,1.0,
61039,07501400105004,4,0,,
61040,07501400105004,5,0,,
61041,07501400105004,6,0,,
61042,07501400105004,7,0,,
61043,07501400105004,8,0,,
61044,07501400105004,9,0,,
61045,07501400105004,10,0,,
61046,07501400105004,11,0,,
61047,07501400105004,12,0,,
61048,07501400105004,13,0,,
61049,07501400105004,14,0,,
61050,07501400105004,15,0,,
61051,07501400105004,16,0,,
61052,07501400105004,17,0,,
61053,07501400105004,18,0,,
61054,07501400105004,19,0,,
61055,07501400105004,20,0,,
61056,07501400105004,21,0,,
61057,07501400105004,22,0,,
61058,07501400105004,23,1,1.0,0.0
61059,07501400105004,24,0,,
61060,07501400105005,1,0,,
61061,07501400105005,2,0,,
61062,07501400105005,3,4,1.0,
61063,07501400105005,4,0,,
61064,07501400105005,5,0,,
61065,07501400105005,6,0,,
61066,07501400105005,7,0,,
61067,07501400105005,8,0,,
61068,07501400105005,9,1,1.0,
61069,07501400105005,10,0,,
61070,07501400105005,11,0,,
61071,07501400105005,12,0,,
61072,07501400105005,13,0,,
61073,07501400105005,14,0,,
61074,07501400105005,15,0,,
61075,07501400105005,16,0,,
61076,07501400105005,17,0,,
61077,07501400105005,18,0,,
61078,07501400105005,19,0,,
61079,07501400105005,20,0,,
61080,07501400105005,21,2,2.0,
61081,07501400105005,22,0,,
61082,07501400105005,23,1,1.0,3.0
61083,07501400105005,24,0,,
61084,07501400105006,1,0,,
61085,07501400105006,2,0,,
61086,07501400105006,3,5,2.0,
61087,07501400105006,4,0,,
61088,07501400105006,5,1,2.0,
61089,07501400105006,6,0,,
61090,07501400105006,7,0,,
61091,07501400105006,8,0,,
61092,07501400105006,9,1,3.0,
61093,07501400105006,10,0,,
61094,07501400105006,11,1,2.0,
61095,07501400105006,12,0,,
61096,07501400105006,13,0,,
61097,07501400105006,14,0,,
61098,07501400105006,15,0,,
61099,07501400105006,16,0,,
61100,07501400105006,17,0,,
61101,07501400105006,18,0,,
61102,07501400105006,19,0,,
61103,07501400105006,20,6,555.0,
61104,07501400105006,21,4,555.0,
61105,07501400105006,22,0,,
61106,07501400105006,23,1,3.0,5.0
61107,07501400105006,24,0,,
61108,07501400105007,1,0,,
61109,07501400105007,2,0,,
61110,07501400105007,3,6,1.0,
61111,07501400105007,4,0,,
61112,07501400105007,5,0,,
61113,07501400105007,6,1,1.0,2.0
61114,07501400105007,7,0,,
61115,07501400105007,8,0,,
61116,07501400105007,9,1,1.0,
61117,07501400105007,10,0,,
61118,07501400105007,11,0,,
61119,07501400105007,12,0,,
61120,07501400105007,13,0,,
61121,07501400105007,14,0,,
61122,07501400105007,15,0,,
61123,07501400105007,16,0,,
61124,07501400105007,17,0,,
61125,07501400105007,18,0,,
61126,07501400105007,19,0,,
61127,07501400105007,20,1,1.0,
61128,07501400105007,21,0,,
61129,07501400105007,22,0,,
61130,07501400105007,23,1,1.0,6.0
61131,07501400105007,24,0,,
61132,07501400105008,1,0,,
61133,07501400105008,2,0,,
61134,07501400105008,3,3,3.0,
61135,07501400105008,4,0,,
61136,07501400105008,5,0,,
61137,07501400105008,6,0,,
61138,07501400105008,7,0,,
61139,07501400105008,8,0,,
61140,07501400105008,9,1,3.0,
61141,07501400105008,10,0,,
61142,07501400105008,11,0,,
61143,07501400105008,12,0,,
61144,07501400105008,13,0,,
61145,07501400105008,14,0,,
61146,07501400105008,15,0,,
61147,07501400105008,16,0,,
61148,07501400105008,17,0,,
61149,07501400105008,18,0,,
61150,07501400105008,19,0,,
61151,07501400105008,20,2,3.0,
61152,07501400105008,21,0,,
61153,07501400105008,22,0,,
61154,07501400105008,23,1,3.0,5.0
61155,07501400105008,24,0,,
61156,07501400105009,1,0,,
61157,07501400105009,2,0,,
61158,07501400105009,3,2,3.0,
61159,07501400105009,4,0,,
61160,07501400105009,5,0,,
61161,07501400105009,6,0,,
61162,07501400105009,7,0,,
61163,07501400105009,8,0,,
61164,07501400105009,9,1,1.0,
61165,07501400105009,10,0,,
61166,07501400105009,11,0,,
61167,07501400105009,12,0,,
61168,07501400105009,13,0,,
61169,07501400105009,14,0,,
61170,07501400105009,15,0,,
61171,07501400105009,16,0,,
61172,07501400105009,17,0,,
61173,07501400105009,18,0,,
61174,07501400105009,19,0,,
61175,07501400105009,20,2,555.0,
61176,07501400105009,21,0,,
61177,07501400105009,22,0,,
61178,07501400105009,23,1,3.0,5.0
61179,07501400105009,24,0,,
61180,07501400105010,1,0,,
61181,07501400105010,2,0,,
61182,07501400105010,3,6,3.0,
61183,07501400105010,4,0,,
61184,07501400105010,5,2,3.0,
61185,07501400105010,6,1,3.0,0.0
61186,07501400105010,7,1,3.0,
61187,07501400105010,8,0,,
61188,07501400105010,9,1,3.0,
61189,07501400105010,10,0,,
61190,07501400105010,11,0,,
61191,07501400105010,12,0,,
61192,07501400105010,13,0,,
61193,07501400105010,14,0,,
61194,07501400105010,15,0,,
61195,07501400105010,16,0,,
61196,07501400105010,17,0,,
61197,07501400105010,18,0,,
61198,07501400105010,19,0,,
61199,07501400105010,20,1,3.0,
61200,07501400105010,21,2,3.0,
61201,07501400105010,22,0,,
61202,07501400105010,23,1,3.0,0.0
61203,07501400105010,24,0,,
61204,07501400105011,1,0,,
61205,07501400105011,2,0,,
61206,07501400105011,3,2,3.0,
61207,07501400105011,4,0,,
61208,07501400105011,5,0,,
61209,07501400105011,6,0,,
61210,07501400105011,7,0,,
61211,07501400105011,8,0,,
61212,07501400105011,9,1,3.0,
61213,07501400105011,10,0,,
61214,07501400105011,11,0,,
61215,07501400105011,12,0,,
61216,07501400105011,13,0,,
61217,07501400105011,14,0,,
61218,07501400105011,15,0,,
61219,07501400105011,16,0,,
61220,07501400105011,17,0,,
61221,07501400105011,18,0,,
61222,07501400105011,19,0,,
61223,07501400105011,20,3,555.0,
61224,07501400105011,21,0,,
61225,07501400105011,22,0,,
61226,07501400105011,23,1,3.0,4.0
61227,07501400105011,24,0,,
61228,07501400105012,1,0,,
61229,07501400105012,2,0,,
61230,07501400105012,3,4,1.0,
61231,07501400105012,4,0,,
61232,07501400105012,5,1,1.0,
61233,07501400105012,6,0,,
61234,07501400105012,7,0,,
61235,07501400105012,8,0,,
61236,07501400105012,9,1,1.0,
61237,07501400105012,10,0,,
61238,07501400105012,11,0,,
61239,07501400105012,12,0,,
61240,07501400105012,13,0,,
61241,07501400105012,14,0,,
61242,07501400105012,15,0,,
61243,07501400105012,16,0,,
61244,07501400105012,17,0,,
61245,07501400105012,18,0,,
61246,07501400105012,19,0,,
61247,07501400105012,20,1,1.0,
61248,07501400105012,21,0,,
61249,07501400105012,22,0,,
61250,07501400105012,23,1,3.0,4.0
61251,07501400105012,24,0,,
61252,07510100104001,1,3,1.0,
61253,07510100104001,2,0,,
61254,07510100104001,3,3,1.0,
61255,07510100104001,4,0,,
61256,07510100104001,5,0,,
61257,07510100104001,6,0,,
61258,07510100104001,7,0,,
61259,07510100104001,8,0,,
61260,07510100104001,9,0,,
61261,07510100104001,10,0,,
61262,07510100104001,11,0,,
61263,07510100104001,12,0,,
61264,07510100104001,13,0,,
61265,07510100104001,14,0,,
61266,07510100104001,15,0,,
61267,07510100104001,16,0,,
61268,07510100104001,17,0,,
61269,07510100104001,18,0,,
61270,07510100104001,19,0,,
61271,07510100104001,20,0,,
61272,07510100104001,21,2,1.0,
61273,07510100104001,22,0,,
61274,07510100104001,23,1,1.0,1.0
61275,07510100104001,24,0,,
61276,07510100104002,1,0,,
61277,07510100104002,2,0,,
61278,07510100104002,3,2,3.0,
61279,07510100104002,4,0,,
61280,07510100104002,5,0,,
61281,07510100104002,6,0,,
61282,07510100104002,7,0,,
61283,07510100104002,8,0,,
61284,07510100104002,9,0,,
61285,07510100104002,10,0,,
61286,07510100104002,11,0,,
61287,07510100104002,12,0,,
61288,07510100104002,13,0,,
61289,07510100104002,14,0,,
61290,07510100104002,15,0,,
61291,07510100104002,16,0,,
61292,07510100104002,17,0,,
61293,07510100104002,18,0,,
61294,07510100104002,19,0,,
61295,07510100104002,20,0,,
61296,07510100104002,21,2,3.0,
61297,07510100104002,22,0,,
61298,07510100104002,23,1,3.0,1.0
61299,07510100104002,24,0,,
61300,07510100104003,1,0,,
61301,07510100104003,2,0,,
61302,07510100104003,3,3,2.0,
61303,07510100104003,4,0,,
61304,07510100104003,5,1,3.0,
61305,07510100104003,6,0,,
61306,07510100104003,7,0,,
61307,07510100104003,8,0,,
61308,07510100104003,9,0,,
61309,07510100104003,10,0,,
61310,07510100104003,11,0,,
61311,07510100104003,12,0,,
61312,07510100104003,13,0,,
61313,07510100104003,14,0,,
61314,07510100104003,15,0,,
61315,07510100104003,16,0,,
61316,07510100104003,17,0,,
61317,07510100104003,18,0,,
61318,07510100104003,19,0,,
61319,07510100104003,20,0,,
61320,07510100104003,21,2,555.0,
61321,07510100104003,22,0,,
61322,07510100104003,23,1,3.0,3.0
61323,07510100104003,24,0,,
61324,07510100104004,1,0,,
61325,07510100104004,2,0,,
61326,07510100104004,3,3,3.0,
61327,07510100104004,4,0,,
61328,07510100104004,5,1,3.0,
61329,07510100104004,6,0,,
61330,07510100104004,7,0,,
61331,07510100104004,8,0,,
61332,07510100104004,9,0,,
61333,07510100104004,10,0,,
61334,07510100104004,11,0,,
61335,07510100104004,12,0,,
61336,07510100104004,13,0,,
61337,07510100104004,14,0,,
61338,07510100104004,15,0,,
61339,07510100104004,16,0,,
61340,07510100104004,17,0,,
61341,07510100104004,18,0,,
61342,07510100104004,19,0,,
61343,07510100104004,20,0,,
61344,07510100104004,21,2,3.0,
61345,07510100104004,22,0,,
61346,07510100104004,23,1,3.0,3.0
61347,07510100104004,24,0,,
61348,07510100104005,1,0,,
61349,07510100104005,2,0,,
61350,07510100104005,3,2,1.0,
61351,07510100104005,4,0,,
61352,07510100104005,5,0,,
61353,07510100104005,6,0,,
61354,07510100104005,7,1,1.0,
61355,07510100104005,8,0,,
61356,07510100104005,9,0,,
61357,07510100104005,10,0,,
61358,07510100104005,11,0,,
61359,07510100104005,12,0,,
61360,07510100104005,13,0,,
61361,07510100104005,14,0,,
61362,07510100104005,15,0,,
61363,07510100104005,16,0,,
61364,07510100104005,17,0,,
61365,07510100104005,18,0,,
61366,07510100104005,19,0,,
61367,07510100104005,20,0,,
61368,07510100104005,21,1,1.0,
61369,07510100104005,22,1,3.0,1.0
61370,07510100104005,23,1,1.0,3.0
61371,07510100104005,24,0,,
61372,07510100104006,1,0,,
61373,07510100104006,2,0,,
61374,07510100104006,3,2,1.0,
61375,07510100104006,4,0,,
61376,07510100104006,5,0,,
61377,07510100104006,6,0,,
61378,07510100104006,7,0,,
61379,07510100104006,8,0,,
61380,07510100104006,9,0,,
61381,07510100104006,10,0,,
61382,07510100104006,11,0,,
61383,07510100104006,12,0,,
61384,07510100104006,13,0,,
61385,07510100104006,14,0,,
61386,07510100104006,15,0,,
61387,07510100104006,16,0,,
61388,07510100104006,17,0,,
61389,07510100104006,18,0,,
61390,07510100104006,19,0,,
61391,07510100104006,20,0,,
61392,07510100104006,21,0,,
61393,07510100104006,22,0,,
61394,07510100104006,23,1,1.0,3.0
61395,07510100104006,24,0,,
61396,07510100104007,1,2,1.0,
61397,07510100104007,2,0,,
61398,07510100104007,3,0,,
61399,07510100104007,4,0,,
61400,07510100104007,5,0,,
61401,07510100104007,6,0,,
61402,07510100104007,7,0,,
61403,07510100104007,8,0,,
61404,07510100104007,9,0,,
61405,07510100104007,10,0,,
61406,07510100104007,11,0,,
61407,07510100104007,12,0,,
61408,07510100104007,13,0,,
61409,07510100104007,14,0,,
61410,07510100104007,15,0,,
61411,07510100104007,16,0,,
61412,07510100104007,17,0,,
61413,07510100104007,18,0,,
61414,07510100104007,19,0,,
61415,07510100104007,20,0,,
61416,07510100104007,21,0,,
61417,07510100104007,22,0,,
61418,07510100104007,23,0,,
61419,07510100104007,24,0,,
61420,07510100104008,1,0,,
61421,07510100104008,2,0,,
61422,07510100104008,3,0,,
61423,07510100104008,4,0,,
61424,07510100104008,5,0,,
61425,07510100104008,6,0,,
61426,07510100104008,7,0,,
61427,07510100104008,8,0,,
61428,07510100104008,9,0,,
61429,07510100104008,10,0,,
61430,07510100104008,11,0,,
61431,07510100104008,12,0,,
61432,07510100104008,13,0,,
61433,07510100104008,14,0,,
61434,07510100104008,15,0,,
61435,07510100104008,16,0,,
61436,07510100104008,17,0,,
61437,07510100104008,18,0,,
61438,07510100104008,19,0,,
61439,07510100104008,20,0,,
61440,07510100104008,21,2,3.0,
61441,07510100104008,22,0,,
61442,07510100104008,23,1,3.0,3.0
61443,07510100104008,24,0,,
61444,07510100104009,1,0,,
61445,07510100104009,2,0,,
61446,07510100104009,3,3,1.0,
61447,07510100104009,4,0,,
61448,07510100104009,5,0,,
61449,07510100104009,6,0,,
61450,07510100104009,7,0,,
61451,07510100104009,8,0,,
61452,07510100104009,9,0,,
61453,07510100104009,10,0,,
61454,07510100104009,11,0,,
61455,07510100104009,12,0,,
61456,07510100104009,13,0,,
61457,07510100104009,14,0,,
61458,07510100104009,15,0,,
61459,07510100104009,16,0,,
61460,07510100104009,17,0,,
61461,07510100104009,18,0,,
61462,07510100104009,19,0,,
61463,07510100104009,20,0,,
61464,07510100104009,21,2,555.0,
61465,07510100104009,22,0,,
61466,07510100104009,23,1,555.0,0.0
61467,07510100104009,24,0,,
61468,07510100104010,1,0,,
61469,07510100104010,2,0,,
61470,07510100104010,3,3,3.0,
61471,07510100104010,4,0,,
61472,07510100104010,5,0,,
61473,07510100104010,6,0,,
61474,07510100104010,7,0,,
61475,07510100104010,8,0,,
61476,07510100104010,9,0,,
61477,07510100104010,10,0,,
61478,07510100104010,11,0,,
61479,07510100104010,12,0,,
61480,07510100104010,13,0,,
61481,07510100104010,14,0,,
61482,07510100104010,15,0,,
61483,07510100104010,16,0,,
61484,07510100104010,17,0,,
61485,07510100104010,18,0,,
61486,07510100104010,19,0,,
61487,07510100104010,20,0,,
61488,07510100104010,21,2,3.0,
61489,07510100104010,22,0,,
61490,07510100104010,23,1,555.0,3.0
61491,07510100104010,24,0,,
61492,07510100104011,1,0,,
61493,07510100104011,2,0,,
61494,07510100104011,3,3,3.0,
61495,07510100104011,4,0,,
61496,07510100104011,5,0,,
61497,07510100104011,6,0,,
61498,07510100104011,7,0,,
61499,07510100104011,8,0,,
61500,07510100104011,9,0,,
61501,07510100104011,10,0,,
61502,07510100104011,11,0,,
61503,07510100104011,12,0,,
61504,07510100104011,13,0,,
61505,07510100104011,14,0,,
61506,07510100104011,15,0,,
61507,07510100104011,16,0,,
61508,07510100104011,17,0,,
61509,07510100104011,18,0,,
61510,07510100104011,19,0,,
61511,07510100104011,20,0,,
61512,07510100104011,21,2,3.0,
61513,07510100104011,22,0,,
61514,07510100104011,23,0,,
61515,07510100104011,24,1,3.0,4.0
61516,07510100104012,1,1,1.0,
61517,07510100104012,2,0,,
61518,07510100104012,3,0,,
61519,07510100104012,4,0,,
61520,07510100104012,5,0,,
61521,07510100104012,6,0,,
61522,07510100104012,7,0,,
61523,07510100104012,8,0,,
61524,07510100104012,9,0,,
61525,07510100104012,10,0,,
61526,07510100104012,11,0,,
61527,07510100104012,12,0,,
61528,07510100104012,13,0,,
61529,07510100104012,14,0,,
61530,07510100104012,15,0,,
61531,07510100104012,16,0,,
61532,07510100104012,17,0,,
61533,07510100104012,18,0,,
61534,07510100104012,19,0,,
61535,07510100104012,20,0,,
61536,07510100104012,21,1,1.0,
61537,07510100104012,22,0,,
61538,07510100104012,23,1,1.0,3.0
61539,07510100104012,24,0,,
61540,07511000702001,1,0,,
61541,07511000702001,2,0,,
61542,07511000702001,3,1,3.0,
61543,07511000702001,4,0,,
61544,07511000702001,5,0,,
61545,07511000702001,6,0,,
61546,07511000702001,7,0,,
61547,07511000702001,8,0,,
61548,07511000702001,9,0,,
61549,07511000702001,10,0,,
61550,07511000702001,11,0,,
61551,07511000702001,12,0,,
61552,07511000702001,13,0,,
61553,07511000702001,14,0,,
61554,07511000702001,15,0,,
61555,07511000702001,16,0,,
61556,07511000702001,17,0,,
61557,07511000702001,18,0,,
61558,07511000702001,19,0,,
61559,07511000702001,20,1,2.0,
61560,07511000702001,21,0,,
61561,07511000702001,22,0,,
61562,07511000702001,23,0,,
61563,07511000702001,24,0,,
61564,07511000702002,1,0,,
61565,07511000702002,2,0,,
61566,07511000702002,3,2,3.0,
61567,07511000702002,4,0,,
61568,07511000702002,5,0,,
61569,07511000702002,6,0,,
61570,07511000702002,7,0,,
61571,07511000702002,8,0,,
61572,07511000702002,9,0,,
61573,07511000702002,10,0,,
61574,07511000702002,11,0,,
61575,07511000702002,12,0,,
61576,07511000702002,13,0,,
61577,07511000702002,14,0,,
61578,07511000702002,15,0,,
61579,07511000702002,16,0,,
61580,07511000702002,17,0,,
61581,07511000702002,18,0,,
61582,07511000702002,19,0,,
61583,07511000702002,20,0,,
61584,07511000702002,21,0,,
61585,07511000702002,22,0,,
61586,07511000702002,23,0,,
61587,07511000702002,24,0,,
61588,07511000702003,1,0,,
61589,07511000702003,2,0,,
61590,07511000702003,3,1,1.0,
61591,07511000702003,4,0,,
61592,07511000702003,5,0,,
61593,07511000702003,6,0,,
61594,07511000702003,7,0,,
61595,07511000702003,8,0,,
61596,07511000702003,9,0,,
61597,07511000702003,10,0,,
61598,07511000702003,11,0,,
61599,07511000702003,12,0,,
61600,07511000702003,13,0,,
61601,07511000702003,14,0,,
61602,07511000702003,15,0,,
61603,07511000702003,16,0,,
61604,07511000702003,17,0,,
61605,07511000702003,18,0,,
61606,07511000702003,19,0,,
61607,07511000702003,20,0,,
61608,07511000702003,21,0,,
61609,07511000702003,22,0,,
61610,07511000702003,23,0,,
61611,07511000702003,24,0,,
61612,07511000702004,1,0,,
61613,07511000702004,2,0,,
61614,07511000702004,3,1,3.0,
61615,07511000702004,4,0,,
61616,07511000702004,5,0,,
61617,07511000702004,6,0,,
61618,07511000702004,7,0,,
61619,07511000702004,8,0,,
61620,07511000702004,9,0,,
61621,07511000702004,10,0,,
61622,07511000702004,11,0,,
61623,07511000702004,12,0,,
61624,07511000702004,13,0,,
61625,07511000702004,14,0,,
61626,07511000702004,15,0,,
61627,07511000702004,16,0,,
61628,07511000702004,17,0,,
61629,07511000702004,18,0,,
61630,07511000702004,19,0,,
61631,07511000702004,20,0,,
61632,07511000702004,21,1,1.0,
61633,07511000702004,22,0,,
61634,07511000702004,23,0,,
61635,07511000702004,24,0,,
61636,07511000702005,1,0,,
61637,07511000702005,2,0,,
61638,07511000702005,3,2,3.0,
61639,07511000702005,4,0,,
61640,07511000702005,5,0,,
61641,07511000702005,6,1,3.0,6.0
61642,07511000702005,7,0,,
61643,07511000702005,8,0,,
61644,07511000702005,9,0,,
61645,07511000702005,10,0,,
61646,07511000702005,11,0,,
61647,07511000702005,12,0,,
61648,07511000702005,13,0,,
61649,07511000702005,14,0,,
61650,07511000702005,15,0,,
61651,07511000702005,16,0,,
61652,07511000702005,17,0,,
61653,07511000702005,18,0,,
61654,07511000702005,19,0,,
61655,07511000702005,20,0,,
61656,07511000702005,21,3,5.0,
61657,07511000702005,22,0,,
61658,07511000702005,23,0,,
61659,07511000702005,24,0,,
61660,07511000702006,1,0,,
61661,07511000702006,2,0,,
61662,07511000702006,3,1,3.0,
61663,07511000702006,4,0,,
61664,07511000702006,5,0,,
61665,07511000702006,6,0,,
61666,07511000702006,7,0,,
61667,07511000702006,8,0,,
61668,07511000702006,9,0,,
61669,07511000702006,10,0,,
61670,07511000702006,11,0,,
61671,07511000702006,12,0,,
61672,07511000702006,13,0,,
61673,07511000702006,14,0,,
61674,07511000702006,15,0,,
61675,07511000702006,16,0,,
61676,07511000702006,17,0,,
61677,07511000702006,18,0,,
61678,07511000702006,19,0,,
61679,07511000702006,20,0,,
61680,07511000702006,21,0,,
61681,07511000702006,22,0,,
61682,07511000702006,23,0,,
61683,07511000702006,24,0,,
61684,07511000702007,1,0,,
61685,07511000702007,2,0,,
61686,07511000702007,3,2,1.0,
61687,07511000702007,4,0,,
61688,07511000702007,5,1,1.0,
61689,07511000702007,6,1,1.0,8.0
61690,07511000702007,7,0,,
61691,07511000702007,8,0,,
61692,07511000702007,9,0,,
61693,07511000702007,10,0,,
61694,07511000702007,11,0,,
61695,07511000702007,12,0,,
61696,07511000702007,13,0,,
61697,07511000702007,14,0,,
61698,07511000702007,15,0,,
61699,07511000702007,16,0,,
61700,07511000702007,17,0,,
61701,07511000702007,18,0,,
61702,07511000702007,19,0,,
61703,07511000702007,20,0,,
61704,07511000702007,21,1,1.0,
61705,07511000702007,22,0,,
61706,07511000702007,23,0,,
61707,07511000702007,24,0,,
61708,07511000702043,1,0,,
61709,07511000702043,2,0,,
61710,07511000702043,3,0,,
61711,07511000702043,4,0,,
61712,07511000702043,5,0,,
61713,07511000702043,6,0,,
61714,07511000702043,7,0,,
61715,07511000702043,8,0,,
61716,07511000702043,9,0,,
61717,07511000702043,10,0,,
61718,07511000702043,11,0,,
61719,07511000702043,12,0,,
61720,07511000702043,13,0,,
61721,07511000702043,14,0,,
61722,07511000702043,15,0,,
61723,07511000702043,16,0,,
61724,07511000702043,17,0,,
61725,07511000702043,18,0,,
61726,07511000702043,19,0,,
61727,07511000702043,20,0,,
61728,07511000702043,21,0,,
61729,07511000702043,22,0,,
61730,07511000702043,23,0,,
61731,07511000702043,24,0,,
61732,07511000702086,1,0,,
61733,07511000702086,2,0,,
61734,07511000702086,3,0,,
61735,07511000702086,4,0,,
61736,07511000702086,5,0,,
61737,07511000702086,6,0,,
61738,07511000702086,7,0,,
61739,07511000702086,8,0,,
61740,07511000702086,9,0,,
61741,07511000702086,10,0,,
61742,07511000702086,11,0,,
61743,07511000702086,12,0,,
61744,07511000702086,13,0,,
61745,07511000702086,14,0,,
61746,07511000702086,15,0,,
61747,07511000702086,16,0,,
61748,07511000702086,17,0,,
61749,07511000702086,18,0,,
61750,07511000702086,19,0,,
61751,07511000702086,20,0,,
61752,07511000702086,21,0,,
61753,07511000702086,22,0,,
61754,07511000702086,23,0,,
61755,07511000702086,24,0,,
61756,07511000702129,1,0,,
61757,07511000702129,2,0,,
61758,07511000702129,3,0,,
61759,07511000702129,4,0,,
61760,07511000702129,5,0,,
61761,07511000702129,6,0,,
61762,07511000702129,7,0,,
61763,07511000702129,8,0,,
61764,07511000702129,9,0,,
61765,07511000702129,10,0,,
61766,07511000702129,11,0,,
61767,07511000702129,12,0,,
61768,07511000702129,13,0,,
61769,07511000702129,14,0,,
61770,07511000702129,15,0,,
61771,07511000702129,16,0,,
61772,07511000702129,17,0,,
61773,07511000702129,18,0,,
61774,07511000702129,19,0,,
61775,07511000702129,20,0,,
61776,07511000702129,21,0,,
61777,07511000702129,22,0,,
61778,07511000702129,23,0,,
61779,07511000702129,24,0,,
61780,07511000702172,1,0,,
61781,07511000702172,2,0,,
61782,07511000702172,3,0,,
61783,07511000702172,4,0,,
61784,07511000702172,5,0,,
61785,07511000702172,6,0,,
61786,07511000702172,7,0,,
61787,07511000702172,8,0,,
61788,07511000702172,9,0,,
61789,07511000702172,10,0,,
61790,07511000702172,11,0,,
61791,07511000702172,12,0,,
61792,07511000702172,13,0,,
61793,07511000702172,14,0,,
61794,07511000702172,15,0,,
61795,07511000702172,16,0,,
61796,07511000702172,17,0,,
61797,07511000702172,18,0,,
61798,07511000702172,19,0,,
61799,07511000702172,20,0,,
61800,07511000702172,21,0,,
61801,07511000702172,22,0,,
61802,07511000702172,23,0,,
61803,07511000702172,24,0,,
