,HHID,O,O1,O2
4003,04370100405011,1.0,2.0,
4004,04370100405011,2.0,2.0,
4005,04370100405012,1.0,2.0,
4006,04370100405012,2.0,2.0,
4007,04370100805001,1.0,2.0,
4008,04370100805001,2.0,2.0,
4009,04370100805002,1.0,2.0,
4010,04370100805002,2.0,2.0,
4011,04370100805003,1.0,2.0,
4012,04370100805003,2.0,2.0,
4013,04370100805004,1.0,2.0,
4014,04370100805004,2.0,2.0,
4015,04370100805005,1.0,2.0,
4016,04370100805005,2.0,2.0,
4017,04370100805006,1.0,2.0,
4018,04370100805006,2.0,2.0,
4019,04370100805007,1.0,2.0,
4020,04370100805007,2.0,2.0,
4021,04370100805008,1.0,2.0,
4022,04370100805008,2.0,2.0,
4023,04370100805009,1.0,2.0,
4024,04370100805009,2.0,2.0,
4025,04370100805010,1.0,2.0,
4026,04370100805010,2.0,2.0,
4027,04370100805011,2.0,2.0,
4028,04370100805011,2.0,2.0,
4029,04370100805012,1.0,2.0,
4030,04370100805012,2.0,2.0,
4031,04370101213001,1.0,2.0,
4032,04370101213001,2.0,2.0,
4033,04370101213002,1.0,2.0,
4034,04370101213002,2.0,2.0,
4035,04370101213003,1.0,2.0,
4036,04370101213003,2.0,2.0,
4037,04370101213004,1.0,2.0,
4038,04370101213004,2.0,2.0,
4039,04370101213005,1.0,2.0,
4040,04370101213005,2.0,2.0,
4041,04370101213006,1.0,2.0,
4042,04370101213006,1.0,2.0,
4043,04370101213007,1.0,2.0,
4044,04370101213007,2.0,2.0,
4045,04370101213008,1.0,2.0,
4046,04370101213008,2.0,2.0,
4047,04370101213009,1.0,2.0,
4048,04370101213009,2.0,2.0,
4049,04370101213010,1.0,2.0,
4050,04370101213010,2.0,2.0,
4051,04370101213011,1.0,2.0,
4052,04370101213011,2.0,2.0,
4053,04370101213012,1.0,2.0,
4054,04370101213012,2.0,2.0,
4055,04380301901001,1.0,2.0,
4056,04380301901001,2.0,2.0,
4057,04380301901002,1.0,2.0,
4058,04380301901002,1.0,2.0,
4059,04380301901003,1.0,2.0,
4060,04380301901003,2.0,2.0,
4061,04380301901004,1.0,2.0,
4062,04380301901004,1.0,2.0,
4063,04380301901005,1.0,2.0,
4064,04380301901005,1.0,2.0,
4065,04380301901006,1.0,2.0,
4066,04380301901006,1.0,2.0,
4067,04380301901007,1.0,2.0,
4068,04380301901007,2.0,2.0,
4069,04380301901008,1.0,2.0,
4070,04380301901008,2.0,2.0,
4071,04380301901009,1.0,2.0,
4072,04380301901009,2.0,2.0,
4073,04380301901010,1.0,2.0,
4074,04380301901010,2.0,2.0,
4075,04380301901011,1.0,2.0,
4076,04380301901011,2.0,2.0,
4077,04380301901012,1.0,2.0,
4078,04380301901012,2.0,2.0,
4079,04380304202001,1.0,2.0,
4080,04380304202001,1.0,2.0,
4081,04380304202002,1.0,2.0,
4082,04380304202002,1.0,2.0,
4083,04380304202003,1.0,2.0,
4084,04380304202003,1.0,2.0,
4085,04380304202007,1.0,2.0,
4086,04380304202007,2.0,2.0,
4087,04380304202008,1.0,2.0,
4088,04380304202008,2.0,2.0,
4089,04380304202009,1.0,2.0,
4090,04380304202009,2.0,2.0,
4091,04380304202010,1.0,2.0,
4092,04380304202010,2.0,2.0,
4093,04380304202011,1.0,2.0,
4094,04380304202011,2.0,2.0,
4095,04380304202012,1.0,2.0,
4096,04380304202012,2.0,2.0,
4097,04380801605001,1.0,1.0,5.0
4098,04380801605001,1.0,1.0,5.0
4099,04380801605002,1.0,1.0,5.0
4100,04380801605002,1.0,1.0,5.0
4101,04380801605003,1.0,1.0,5.0
4102,04380801605003,1.0,1.0,5.0
4103,04380801605004,1.0,1.0,5.0
4104,04380801605004,1.0,1.0,5.0
4105,04380801605005,1.0,1.0,5.0
4106,04380801605005,1.0,1.0,5.0
4107,04380801605006,1.0,2.0,
4108,04380801605006,1.0,2.0,
4109,04380801605007,1.0,1.0,5.0
4110,04380801605007,1.0,1.0,5.0
4111,04380801605008,1.0,1.0,5.0
4112,04380801605008,1.0,1.0,5.0
4113,04380801605009,1.0,1.0,5.0
4114,04380801605009,1.0,1.0,5.0
4115,04380801605010,1.0,1.0,5.0
4116,04380801605010,1.0,1.0,5.0
4117,04380801605011,1.0,1.0,5.0
4118,04380801605011,1.0,1.0,5.0
4119,04380801605012,1.0,1.0,5.0
4120,04380801605012,1.0,1.0,5.0
4121,04381000108001,1.0,2.0,
4122,04381000108001,2.0,2.0,
4123,04381000108004,1.0,2.0,
4124,04381000108004,2.0,2.0,
4125,04381000108007,1.0,2.0,
4126,04381000108007,2.0,2.0,
4127,04381000108015,1.0,2.0,
4128,04381000108015,2.0,2.0,
4129,04381000108039,1.0,2.0,
4130,04381000108039,2.0,2.0,
4131,04381000108063,1.0,2.0,
4132,04381000108063,2.0,2.0,
4133,04381000108087,1.0,2.0,
4134,04381000108087,2.0,2.0,
4135,04381000108111,1.0,2.0,
4136,04381000108111,2.0,2.0,
4137,04381000108135,1.0,2.0,
4138,04381000108135,2.0,2.0,
4139,04381000108159,1.0,2.0,
4140,04381000108159,2.0,2.0,
4141,04381000108183,1.0,2.0,
4142,04381000108183,2.0,2.0,
4143,04381000108207,1.0,2.0,
4144,04381000108207,2.0,2.0,
4145,04381001704001,1.0,2.0,
4146,04381001704001,2.0,2.0,
4147,04381001704002,1.0,2.0,
4148,04381001704002,2.0,2.0,
4149,04381001704003,1.0,2.0,
4150,04381001704003,2.0,2.0,
4151,04381001704004,1.0,2.0,
4152,04381001704004,2.0,2.0,
4153,04381001704005,1.0,2.0,
4154,04381001704005,2.0,2.0,
4155,04381001704006,1.0,2.0,
4156,04381001704006,1.0,2.0,
4157,04381001704007,1.0,2.0,
4158,04381001704007,1.0,2.0,
4159,04381001704008,1.0,2.0,
4160,04381001704008,1.0,2.0,
4161,04381001704009,1.0,1.0,5.0
4162,04381001704009,1.0,1.0,5.0
4163,04381001704010,1.0,1.0,5.0
4164,04381001704010,1.0,1.0,5.0
4165,04381001704011,1.0,1.0,5.0
4166,04381001704011,1.0,1.0,5.0
4167,04381001704012,1.0,1.0,5.0
4168,04381001704012,1.0,1.0,5.0
4169,04381100116001,1.0,2.0,
4170,04381100116001,2.0,2.0,
4171,04381100116002,1.0,2.0,
4172,04381100116002,2.0,2.0,
4173,04381100116003,1.0,2.0,
4174,04381100116003,2.0,2.0,
4175,04381100116004,1.0,2.0,
4176,04381100116004,2.0,2.0,
4177,04381100116005,1.0,2.0,
4178,04381100116005,2.0,2.0,
4179,04381100116006,1.0,2.0,
4180,04381100116006,2.0,2.0,
4181,04381100116007,1.0,2.0,
4182,04381100116007,2.0,2.0,
4183,04381100116008,1.0,2.0,
4184,04381100116008,2.0,2.0,
4185,04381100116009,2.0,2.0,
4186,04381100116009,2.0,2.0,
4187,04381100116010,1.0,2.0,
4188,04381100116010,2.0,2.0,
4189,04381100116011,1.0,2.0,
4190,04381100116011,2.0,2.0,
4191,04381100116012,1.0,2.0,
4192,04381100116012,2.0,2.0,
4193,04381100402001,1.0,2.0,
4194,04381100402001,2.0,2.0,
4195,04381100402002,1.0,2.0,
4196,04381100402002,2.0,2.0,
4197,04381100402003,1.0,2.0,
4198,04381100402003,2.0,2.0,
4199,04381100402004,1.0,2.0,
4200,04381100402004,2.0,2.0,
4201,04381100402005,1.0,2.0,
4202,04381100402005,2.0,2.0,
4203,04381100402006,1.0,2.0,
4204,04381100402006,2.0,2.0,
4205,04381100402007,1.0,2.0,
4206,04381100402007,2.0,2.0,
4207,04381100402008,1.0,2.0,
4208,04381100402008,2.0,2.0,
4209,04381100402009,1.0,2.0,
4210,04381100402009,2.0,2.0,
4211,04381100402010,1.0,2.0,
4212,04381100402010,2.0,2.0,
4213,04381100402011,1.0,2.0,
4214,04381100402011,2.0,2.0,
4215,04381100402012,1.0,2.0,
4216,04381100402012,2.0,2.0,
4217,04381100521008,1.0,2.0,
4218,04381100521008,2.0,2.0,
4219,04381100521017,1.0,2.0,
4220,04381100521017,2.0,2.0,
4221,04381100521026,1.0,2.0,
4222,04381100521026,2.0,2.0,
4223,04381100521035,1.0,2.0,
4224,04381100521035,2.0,2.0,
4225,04381100521044,1.0,2.0,
4226,04381100521044,2.0,2.0,
4227,04381100521053,1.0,2.0,
4228,04381100521053,2.0,2.0,
4229,04381100521062,1.0,2.0,
4230,04381100521062,2.0,2.0,
4231,04381100521071,1.0,2.0,
4232,04381100521071,2.0,2.0,
4233,04381100521080,1.0,2.0,
4234,04381100521080,2.0,2.0,
4235,04381100521089,1.0,2.0,
4236,04381100521089,2.0,2.0,
4237,04381100521098,1.0,2.0,
4238,04381100521098,2.0,2.0,
4239,04381100521107,1.0,2.0,
4240,04381100521107,2.0,2.0,
4241,04381100716002,1.0,2.0,
4242,04381100716002,2.0,2.0,
4243,04381100716003,1.0,2.0,
4244,04381100716003,2.0,2.0,
4245,04381100716006,1.0,2.0,
4246,04381100716006,2.0,2.0,
4247,04381100716012,1.0,2.0,
4248,04381100716012,2.0,2.0,
4249,04381100716016,1.0,2.0,
4250,04381100716016,1.0,2.0,
4251,04381100716028,1.0,2.0,
4252,04381100716028,2.0,2.0,
4253,04381100716042,2.0,2.0,
4254,04381100716042,2.0,2.0,
4255,04381100716060,1.0,2.0,
4256,04381100716060,2.0,2.0,
4257,04381100716078,1.0,2.0,
4258,04381100716078,2.0,2.0,
4259,04381100716096,1.0,2.0,
4260,04381100716096,2.0,2.0,
4261,04381100716114,1.0,2.0,
4262,04381100716114,2.0,2.0,
4263,04381100716132,1.0,2.0,
4264,04381100716132,2.0,2.0,
4265,04390300402001,1.0,2.0,
4266,04390300402001,1.0,2.0,
4267,04390300402002,1.0,2.0,
4268,04390300402002,2.0,2.0,
4269,04390300402003,1.0,2.0,
4270,04390300402003,2.0,2.0,
4271,04390300402004,2.0,2.0,
4272,04390300402004,2.0,2.0,
4273,04390300402005,1.0,2.0,
4274,04390300402005,2.0,2.0,
4275,04390300402006,2.0,2.0,
4276,04390300402006,2.0,2.0,
4277,04390300402007,1.0,2.0,
4278,04390300402007,2.0,2.0,
4279,04390300402008,1.0,2.0,
4280,04390300402008,2.0,2.0,
4281,04390300402009,1.0,2.0,
4282,04390300402009,1.0,2.0,
4283,04390300402010,1.0,2.0,
4284,04390300402010,2.0,2.0,
4285,04390300402011,1.0,2.0,
4286,04390300402011,2.0,2.0,
4287,04390300402012,1.0,2.0,
4288,04390300402012,1.0,2.0,
4289,04390300601001,1.0,2.0,
4290,04390300601001,2.0,2.0,
4291,04390300601002,1.0,1.0,1.0
4292,04390300601002,1.0,2.0,
4293,04390300601003,1.0,1.0,1.0
4294,04390300601003,2.0,2.0,
4295,04390300601004,1.0,2.0,
4296,04390300601004,2.0,2.0,
4297,04390300601005,1.0,2.0,
4298,04390300601005,2.0,2.0,
4299,04390300601006,1.0,2.0,
4300,04390300601006,2.0,2.0,
4301,04390300601007,1.0,2.0,
4302,04390300601007,2.0,2.0,
4303,04390300601008,1.0,1.0,1.0
4304,04390300601008,1.0,2.0,
4305,04390300601009,1.0,2.0,
4306,04390300601009,2.0,2.0,
4307,04390300601010,1.0,2.0,
4308,04390300601010,2.0,2.0,
4309,04390300601011,1.0,2.0,
4310,04390300601011,2.0,2.0,
4311,04390300601012,1.0,2.0,
4312,04390300601012,2.0,2.0,
4313,04390302201001,1.0,2.0,
4314,04390302201001,2.0,2.0,
4315,04390302201002,1.0,2.0,
4316,04390302201002,2.0,2.0,
4317,04390302201003,1.0,1.0,4.0
4318,04390302201003,1.0,2.0,
4319,04390302201004,1.0,2.0,
4320,04390302201004,2.0,2.0,
4321,04390302201005,2.0,2.0,
4322,04390302201005,2.0,2.0,
4323,04390302201006,2.0,2.0,
4324,04390302201006,2.0,2.0,
4325,04390302201007,1.0,2.0,
4326,04390302201007,2.0,2.0,
4327,04390302201008,1.0,2.0,
4328,04390302201008,2.0,2.0,
4329,04390302201009,1.0,2.0,
4330,04390302201009,2.0,2.0,
4331,04390302201010,1.0,2.0,
4332,04390302201010,1.0,2.0,
4333,04390302201011,1.0,2.0,
4334,04390302201011,2.0,2.0,
4335,04390302201012,1.0,2.0,
4336,04390302201012,2.0,2.0,
4337,04390700103001,1.0,2.0,
4338,04390700103001,2.0,2.0,
4339,04390700103002,1.0,2.0,
4340,04390700103002,2.0,2.0,
4341,04390700103003,1.0,2.0,
4342,04390700103003,1.0,2.0,
4343,04390700103004,1.0,2.0,
4344,04390700103004,1.0,2.0,
4345,04390700103005,1.0,2.0,
4346,04390700103005,1.0,2.0,
4347,04390700103006,1.0,2.0,
4348,04390700103006,2.0,2.0,
4349,04390700103007,2.0,2.0,
4350,04390700103007,2.0,2.0,
4351,04390700103008,1.0,2.0,
4352,04390700103008,2.0,2.0,
4353,04390700103009,1.0,2.0,
4354,04390700103009,1.0,2.0,
4355,04390700103010,1.0,2.0,
4356,04390700103010,2.0,2.0,
4357,04390700103011,1.0,2.0,
4358,04390700103011,1.0,2.0,
4359,04390700103012,1.0,2.0,
4360,04390700103012,2.0,2.0,
4361,04391000302001,1.0,2.0,
4362,04391000302001,2.0,2.0,
4363,04391000302002,1.0,2.0,
4364,04391000302002,2.0,2.0,
4365,04391000302003,1.0,2.0,
4366,04391000302003,2.0,2.0,
4367,04391000302004,1.0,1.0,1.0
4368,04391000302004,2.0,2.0,
4369,04391000302005,1.0,2.0,
4370,04391000302005,2.0,2.0,
4371,04391000302006,1.0,2.0,
4372,04391000302006,2.0,2.0,
4373,04391000302007,1.0,2.0,
4374,04391000302007,2.0,2.0,
4375,04391000302008,1.0,2.0,
4376,04391000302008,2.0,2.0,
4377,04391000302009,1.0,2.0,
4378,04391000302009,2.0,2.0,
4379,04391000302010,1.0,2.0,
4380,04391000302010,2.0,2.0,
4381,04391000302011,1.0,2.0,
4382,04391000302011,1.0,2.0,
4383,04391000302012,1.0,2.0,
4384,04391000302012,2.0,2.0,
4385,05400100401002,1.0,2.0,
4386,05400100401002,2.0,2.0,
4387,05400100401005,1.0,2.0,
4388,05400100401005,2.0,2.0,
4389,05400100401008,1.0,2.0,
4390,05400100401008,2.0,2.0,
4391,05400100401011,1.0,2.0,
4392,05400100401011,2.0,2.0,
4393,05400100401012,1.0,2.0,
4394,05400100401012,2.0,2.0,
4395,05400100401014,1.0,2.0,
4396,05400100401014,2.0,2.0,
4397,05400100401017,1.0,2.0,
4398,05400100401017,2.0,2.0,
4399,05400100401020,1.0,2.0,
4400,05400100401020,2.0,2.0,
4401,05400100401023,1.0,2.0,
4402,05400100401023,2.0,2.0,
4403,05400100401026,1.0,2.0,
4404,05400100401026,2.0,2.0,
4405,05400100401036,1.0,2.0,
4406,05400100401036,2.0,2.0,
4407,05400100401060,1.0,2.0,
4408,05400100401060,2.0,2.0,
4409,05400101201003,1.0,2.0,
4410,05400101201003,2.0,2.0,
4411,05400101201008,1.0,2.0,
4412,05400101201008,2.0,2.0,
4413,05400101201011,1.0,2.0,
4414,05400101201011,2.0,2.0,
4415,05400101201013,1.0,2.0,
4416,05400101201013,2.0,2.0,
4417,05400101201018,1.0,2.0,
4418,05400101201018,1.0,2.0,
4419,05400101201023,1.0,2.0,
4420,05400101201023,2.0,2.0,
4421,05400101201028,1.0,2.0,
4422,05400101201028,2.0,2.0,
4423,05400101201033,1.0,1.0,4.0
4424,05400101201033,2.0,1.0,2.0
4425,05400101201034,1.0,1.0,2.0
4426,05400101201034,2.0,1.0,3.0
4427,05400101201038,1.0,1.0,2.0
4428,05400101201038,2.0,1.0,3.0
4429,05400101201043,1.0,2.0,
4430,05400101201043,2.0,2.0,
4431,05400101201057,1.0,2.0,
4432,05400101201057,2.0,2.0,
4433,05400300103005,2.0,2.0,
4434,05400300103005,2.0,2.0,
4435,05400300103010,1.0,2.0,
4436,05400300103010,2.0,2.0,
4437,05400300103014,1.0,2.0,
4438,05400300103014,2.0,2.0,
4439,05400300103023,1.0,2.0,
4440,05400300103023,2.0,2.0,
4441,05400300103030,1.0,2.0,
4442,05400300103030,2.0,2.0,
4443,05400300103032,1.0,1.0,2.0
4444,05400300103032,1.0,2.0,
4445,05400300103041,1.0,2.0,
4446,05400300103041,2.0,2.0,
4447,05400300103047,1.0,2.0,
4448,05400300103047,2.0,2.0,
4449,05400300103050,1.0,2.0,
4450,05400300103050,2.0,2.0,
4451,05400300103059,1.0,2.0,
4452,05400300103059,1.0,2.0,
4453,05400300103068,1.0,2.0,
4454,05400300103068,2.0,2.0,
4455,05400300103077,1.0,2.0,
4456,05400300103077,2.0,2.0,
4457,05400301101001,1.0,2.0,
4458,05400301101001,2.0,2.0,
4459,05400301101013,1.0,1.0,2.0
4460,05400301101013,2.0,1.0,1.0
4461,05400301101025,1.0,2.0,
4462,05400301101025,2.0,2.0,
4463,05400301101037,1.0,2.0,
4464,05400301101037,2.0,1.0,4.0
4465,05400301101049,1.0,2.0,
4466,05400301101049,2.0,1.0,2.0
4467,05400301101061,1.0,2.0,
4468,05400301101061,2.0,1.0,2.0
4469,05400301101073,1.0,2.0,
4470,05400301101073,2.0,2.0,
4471,05400301101085,1.0,2.0,
4472,05400301101085,2.0,2.0,
4473,05400301101097,1.0,2.0,
4474,05400301101097,2.0,2.0,
4475,05400301101109,1.0,2.0,
4476,05400301101109,2.0,2.0,
4477,05400301101121,1.0,2.0,
4478,05400301101121,2.0,2.0,
4479,05400301101133,1.0,2.0,
4480,05400301101133,2.0,2.0,
4481,05400401501020,1.0,2.0,
4482,05400401501020,2.0,2.0,
4483,05400401501048,1.0,2.0,
4484,05400401501048,2.0,2.0,
4485,05400401501076,1.0,2.0,
4486,05400401501076,2.0,2.0,
4487,05400401501104,1.0,2.0,
4488,05400401501104,2.0,2.0,
4489,05400401501132,1.0,2.0,
4490,05400401501132,2.0,2.0,
4491,05400401501160,1.0,2.0,
4492,05400401501160,2.0,2.0,
4493,05400401501188,1.0,2.0,
4494,05400401501188,1.0,2.0,
4495,05400401501216,1.0,2.0,
4496,05400401501216,1.0,2.0,
4497,05400401501244,1.0,2.0,
4498,05400401501244,1.0,2.0,
4499,05400401501270,1.0,2.0,
4500,05400401501270,1.0,2.0,
4501,05400401501286,1.0,2.0,
4502,05400401501286,1.0,2.0,
4503,05400401501302,1.0,2.0,
4504,05400401501302,1.0,2.0,
4505,05400601201005,1.0,2.0,
4506,05400601201005,1.0,2.0,
4507,05400601201015,1.0,2.0,
4508,05400601201015,1.0,2.0,
4509,05400601201025,1.0,2.0,
4510,05400601201025,1.0,2.0,
4511,05400601201035,1.0,2.0,
4512,05400601201035,1.0,2.0,
4513,05400601201045,1.0,2.0,
4514,05400601201045,1.0,2.0,
4515,05400601201055,1.0,2.0,
4516,05400601201055,1.0,2.0,
4517,05400601201065,1.0,2.0,
4518,05400601201065,2.0,2.0,
4519,05400601201075,1.0,2.0,
4520,05400601201075,2.0,2.0,
4521,05400601201085,1.0,2.0,
4522,05400601201085,2.0,2.0,
4523,05400601201095,1.0,2.0,
4524,05400601201095,2.0,2.0,
4525,05400601201105,1.0,2.0,
4526,05400601201105,2.0,2.0,
4527,05400601201115,1.0,2.0,
4528,05400601201115,2.0,2.0,
4529,05410400405001,1.0,2.0,
4530,05410400405001,2.0,2.0,
4531,05410400405004,1.0,2.0,
4532,05410400405004,2.0,2.0,
4533,05410400405015,1.0,2.0,
4534,05410400405015,2.0,2.0,
4535,05410400405026,1.0,2.0,
4536,05410400405026,2.0,2.0,
4537,05410400405037,1.0,2.0,
4538,05410400405037,2.0,2.0,
4539,05410400405048,1.0,2.0,
4540,05410400405048,2.0,2.0,
4541,05410400405059,1.0,2.0,
4542,05410400405059,2.0,2.0,
4543,05410400405070,1.0,2.0,
4544,05410400405070,2.0,2.0,
4545,05410400405081,1.0,2.0,
4546,05410400405081,2.0,2.0,
4547,05410400405092,1.0,2.0,
4548,05410400405092,2.0,2.0,
4549,05410400405103,1.0,2.0,
4550,05410400405103,2.0,2.0,
4551,05410400405114,1.0,2.0,
4552,05410400405114,2.0,2.0,
4553,05410400634003,1.0,2.0,
4554,05410400634003,2.0,2.0,
4555,05410400634019,1.0,2.0,
4556,05410400634019,2.0,2.0,
4557,05410400634035,1.0,2.0,
4558,05410400634035,2.0,2.0,
4559,05410400634051,1.0,2.0,
4560,05410400634051,2.0,2.0,
4561,05410400634067,1.0,2.0,
4562,05410400634067,2.0,2.0,
4563,05410400634083,1.0,2.0,
4564,05410400634083,2.0,2.0,
4565,05410400634099,1.0,1.0,1.0
4566,05410400634099,2.0,2.0,
4567,05410400634115,1.0,2.0,
4568,05410400634115,2.0,2.0,
4569,05410400634131,1.0,2.0,
4570,05410400634131,2.0,2.0,
4571,05410400634147,1.0,2.0,
4572,05410400634147,2.0,2.0,
4573,05410400634163,1.0,2.0,
4574,05410400634163,2.0,2.0,
4575,05410400634179,1.0,2.0,
4576,05410400634179,2.0,2.0,
4577,05410403801005,1.0,1.0,1.0
4578,05410403801005,2.0,2.0,
4579,05410403801014,1.0,2.0,
4580,05410403801014,2.0,2.0,
4581,05410403801023,1.0,2.0,
4582,05410403801023,2.0,2.0,
4583,05410403801032,1.0,2.0,
4584,05410403801032,2.0,2.0,
4585,05410403801041,1.0,2.0,
4586,05410403801041,2.0,2.0,
4587,05410403801050,1.0,2.0,
4588,05410403801050,2.0,2.0,
4589,05410403801059,1.0,2.0,
4590,05410403801059,2.0,2.0,
4591,05410403801068,1.0,2.0,
4592,05410403801068,2.0,2.0,
4593,05410403801077,1.0,2.0,
4594,05410403801077,2.0,2.0,
4595,05410403801086,1.0,2.0,
4596,05410403801086,2.0,2.0,
4597,05410403801095,1.0,2.0,
4598,05410403801095,2.0,2.0,
4599,05410403801104,1.0,1.0,1.0
4600,05410403801104,2.0,1.0,1.0
4601,05410415801002,1.0,2.0,
4602,05410415801002,2.0,2.0,
4603,05410415801008,1.0,2.0,
4604,05410415801008,2.0,2.0,
4605,05410415801014,1.0,2.0,
4606,05410415801014,2.0,2.0,
4607,05410415801015,1.0,2.0,
4608,05410415801015,2.0,2.0,
4609,05410415801020,1.0,2.0,
4610,05410415801020,2.0,2.0,
4611,05410415801026,1.0,2.0,
4612,05410415801026,2.0,2.0,
4613,05410415801032,1.0,2.0,
4614,05410415801032,2.0,2.0,
4615,05410415801038,1.0,2.0,
4616,05410415801038,2.0,2.0,
4617,05410415801044,1.0,2.0,
4618,05410415801044,2.0,2.0,
4619,05410415801050,1.0,2.0,
4620,05410415801050,2.0,2.0,
4621,05410415801054,1.0,2.0,
4622,05410415801054,2.0,2.0,
4623,05410415801093,1.0,2.0,
4624,05410415801093,2.0,2.0,
4625,05410600103004,1.0,2.0,
4626,05410600103004,2.0,2.0,
4627,05410600103012,1.0,2.0,
4628,05410600103012,2.0,2.0,
4629,05410600103020,1.0,2.0,
4630,05410600103020,2.0,2.0,
4631,05410600103028,1.0,2.0,
4632,05410600103028,2.0,2.0,
4633,05410600103036,1.0,2.0,
4634,05410600103036,2.0,2.0,
4635,05410600103044,1.0,2.0,
4636,05410600103044,2.0,2.0,
4637,05410600103052,1.0,2.0,
4638,05410600103052,2.0,2.0,
4639,05410600103060,1.0,2.0,
4640,05410600103060,2.0,2.0,
4641,05410600103068,1.0,2.0,
4642,05410600103068,2.0,2.0,
4643,05410600103076,1.0,2.0,
4644,05410600103076,2.0,2.0,
4645,05410600103084,1.0,2.0,
4646,05410600103084,2.0,2.0,
4647,05410600103092,1.0,2.0,
4648,05410600103092,2.0,2.0,
4649,05410603406003,1.0,1.0,1.0
4650,05410603406003,2.0,1.0,1.0
4651,05410603406016,1.0,2.0,
4652,05410603406016,2.0,2.0,
4653,05410603406029,1.0,2.0,
4654,05410603406029,2.0,2.0,
4655,05410603406042,1.0,2.0,
4656,05410603406042,2.0,2.0,
4657,05410603406055,1.0,1.0,4.0
4658,05410603406055,2.0,1.0,3.0
4659,05410603406068,1.0,1.0,4.0
4660,05410603406068,2.0,1.0,5.0
4661,05410603406081,1.0,1.0,2.0
4662,05410603406081,2.0,1.0,3.0
4663,05410603406094,1.0,1.0,4.0
4664,05410603406094,2.0,1.0,3.0
4665,05410603406107,1.0,1.0,2.0
4666,05410603406107,2.0,1.0,5.0
4667,05410603406120,1.0,1.0,3.0
4668,05410603406120,2.0,1.0,5.0
4669,05410603406133,1.0,1.0,3.0
4670,05410603406133,2.0,1.0,4.0
4671,05410603406146,1.0,1.0,3.0
4672,05410603406146,2.0,1.0,3.0
4673,05410700301001,1.0,2.0,
4674,05410700301001,2.0,1.0,1.0
4675,05410700301002,1.0,2.0,
4676,05410700301002,2.0,2.0,
4677,05410700301005,1.0,2.0,
4678,05410700301005,2.0,1.0,1.0
4679,05410700301009,1.0,2.0,
4680,05410700301009,2.0,2.0,
4681,05410700301010,1.0,1.0,1.0
4682,05410700301010,2.0,2.0,
4683,05410700301018,1.0,2.0,
4684,05410700301018,2.0,2.0,
4685,05410700301026,1.0,2.0,
4686,05410700301026,2.0,2.0,
4687,05410700301034,1.0,2.0,
4688,05410700301034,2.0,2.0,
4689,05410700301042,1.0,2.0,
4690,05410700301042,2.0,2.0,
4691,05410700301050,1.0,2.0,
4692,05410700301050,2.0,2.0,
4693,05410700301058,1.0,2.0,
4694,05410700301058,2.0,2.0,
4695,05410700301066,1.0,2.0,
4696,05410700301066,2.0,2.0,
4697,05410700901007,1.0,2.0,
4698,05410700901007,2.0,2.0,
4699,05410700901021,1.0,1.0,1.0
4700,05410700901021,2.0,2.0,
4701,05410700901035,1.0,1.0,2.0
4702,05410700901035,2.0,1.0,2.0
4703,05410700901049,1.0,1.0,3.0
4704,05410700901049,2.0,1.0,4.0
4705,05410700901063,1.0,1.0,3.0
4706,05410700901063,2.0,2.0,
4707,05410700901077,1.0,1.0,2.0
4708,05410700901077,2.0,2.0,
4709,05410700901091,1.0,1.0,3.0
4710,05410700901091,2.0,1.0,1.0
4711,05410700901105,1.0,1.0,1.0
4712,05410700901105,2.0,1.0,2.0
4713,05410700901119,1.0,1.0,1.0
4714,05410700901119,2.0,1.0,1.0
4715,05410700901133,1.0,1.0,2.0
4716,05410700901133,2.0,1.0,2.0
4717,05410700901147,1.0,2.0,
4718,05410700901147,2.0,2.0,
4719,05410700901161,1.0,1.0,4.0
4720,05410700901161,2.0,2.0,
4721,05420299912007,1.0,2.0,
4722,05420299912007,2.0,2.0,
4723,05420299912017,1.0,2.0,
4724,05420299912017,2.0,2.0,
4725,05420299912027,1.0,2.0,
4726,05420299912027,2.0,2.0,
4727,05420299912037,1.0,2.0,
4728,05420299912037,2.0,2.0,
4729,05420299912047,1.0,2.0,
4730,05420299912047,2.0,2.0,
4731,05420299912057,1.0,2.0,
4732,05420299912057,2.0,2.0,
4733,05420299912067,1.0,1.0,1.0
4734,05420299912067,2.0,1.0,1.0
4735,05420299912077,1.0,2.0,
4736,05420299912077,2.0,2.0,
4737,05420299912087,1.0,1.0,2.0
4738,05420299912087,1.0,2.0,
4739,05420299912097,1.0,2.0,
4740,05420299912097,2.0,1.0,2.0
4741,05420299912107,1.0,2.0,
4742,05420299912107,2.0,2.0,
4743,05420299912117,1.0,2.0,
4744,05420299912117,2.0,2.0,
4745,06460301303013,1.0,2.0,
4746,06460301303013,2.0,2.0,
4747,06460301303028,1.0,2.0,
4748,06460301303028,2.0,2.0,
4749,06460301303043,1.0,2.0,
4750,06460301303043,2.0,1.0,1.0
4751,06460301303058,1.0,2.0,
4752,06460301303058,2.0,2.0,
4753,06460301303073,1.0,1.0,3.0
4754,06460301303073,2.0,2.0,
4755,06460301303088,1.0,2.0,
4756,06460301303088,2.0,2.0,
4757,06460301303103,1.0,2.0,
4758,06460301303103,2.0,2.0,
4759,06460301303118,1.0,2.0,
4760,06460301303118,2.0,2.0,
4761,06460301303133,1.0,2.0,
4762,06460301303133,2.0,2.0,
4763,06460301303148,1.0,1.0,1.0
